lot_frontage,overall_qual,mas_vnr_area,exter_qual,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,total_bsmt_sf,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_type,garage_finish,garage_cars,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,fence,log_saleprice,yrs_since_year_remod_add,yrs_since_year_built,log_lot_area,ms_zoning_rm,ms_zoning_others,lot_shape_reg,lot_shape_others,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_idotrr,neighborhood_mitchel,neighborhood_names,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_others,roof_style_hip,roof_style_others,exterior_1st_hdboard,exterior_1st_metalsd,exterior_1st_plywood,exterior_1st_vinylsd,exterior_1st_wd_sdng,exterior_1st_others,mas_vnr_type_none,mas_vnr_type_others,foundation_cblock,foundation_pconc,foundation_others,ms_subclass_30,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_80,ms_subclass_120,ms_subclass_160,ms_subclass_others
61.0,6,256.0,4,4,3,3,5,20.0,1362.0,5,1,1362,0,1362,0.0,2,0,4,6,1,5,2,2.0,2,192,28,0,0,12.17921519136029,15,16,8.932872621931374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
62.0,7,210.0,4,4,3,1,6,902.0,1218.0,5,1,1218,0,1218,1.0,2,0,4,6,0,5,3,2.0,2,168,168,0,0,12.347346487886606,13,14,8.922658299524402,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
51.0,6,0.0,3,2,2,1,5,960.0,1124.0,3,1,1068,0,1068,1.0,1,0,3,5,1,1,1,1.0,2,0,0,128,0,11.603679828238693,71,98,8.719317375506371,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
69.0,6,0.0,3,4,3,4,6,776.0,1625.0,3,1,1625,0,1625,0.0,2,0,2,6,1,5,3,2.0,2,136,28,0,0,12.398756989359676,42,42,10.068154174091362,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
44.0,7,0.0,4,4,4,1,6,495.0,1064.0,4,1,1064,703,1767,1.0,2,0,4,5,1,5,2,2.0,2,441,35,0,0,12.384218830913648,34,34,8.576593534697684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
70.0,6,176.0,3,3,3,1,5,824.0,1050.0,5,1,1050,0,1050,1.0,1,0,4,6,0,5,2,1.0,2,0,0,0,0,11.957611286231675,21,67,8.998631198287637,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77.0,4,0.0,3,3,3,1,3,288.0,907.0,5,1,907,0,907,0.0,1,0,3,5,0,1,1,1.0,2,0,0,0,0,11.59917655301345,64,64,9.058703197313223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
64.0,2,0.0,3,0,0,0,0,0.0,0.0,5,1,640,0,845,0.0,1,0,3,4,0,1,1,1.0,0,48,0,0,0,11.128791227563893,71,82,9.311722986264785,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
77.92643922821874,8,466.0,4,4,3,3,1,0.0,1242.0,5,1,1251,1250,2501,0.0,2,1,4,9,1,5,2,3.0,2,192,87,0,0,12.577636201962656,26,26,9.386727689281946,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
90.0,5,0.0,3,4,3,1,4,1059.0,1209.0,4,1,1209,0,1209,1.0,1,0,3,6,0,5,2,2.0,2,0,0,120,0,11.976659481202368,55,55,9.20029003612268,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
50.0,4,0.0,3,3,3,1,3,120.0,348.0,3,1,453,453,906,0.0,1,0,3,5,0,4,1,1.0,2,0,0,0,0,11.37366339763672,71,84,8.493310250952906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
76.3923054133814,8,479.0,4,4,3,3,6,1358.0,1581.0,5,1,1601,0,1601,1.0,2,0,4,6,1,5,2,2.0,2,180,0,0,3,12.513557345278134,19,20,9.343384145733948,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65.0,7,0.0,4,4,3,2,6,996.0,1336.0,5,1,1336,0,1336,1.0,2,0,4,6,0,5,1,2.0,2,136,43,0,0,12.196022309676673,15,16,9.079320109537779,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
63.0,4,0.0,3,3,3,1,1,0.0,801.0,4,1,1095,561,1656,0.0,2,0,3,8,0,1,1,2.0,2,187,0,0,0,11.688255974575329,36,81,8.93958096672031,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
77.0,5,0.0,3,0,0,0,0,0.0,0.0,4,1,1124,0,1124,0.0,1,0,3,5,1,0,0,0.0,0,0,36,190,0,11.440354772135393,67,67,9.028218795184895,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
71.0,7,647.0,4,4,3,3,6,544.0,982.0,5,1,1008,884,1892,0.0,2,1,3,8,1,5,2,2.0,2,108,0,0,0,12.331603367977383,20,21,9.014325488050225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
107.0,3,0.0,3,2,3,2,4,440.0,978.0,3,1,1014,685,1699,1.0,2,0,3,7,0,2,1,2.0,2,0,74,0,0,11.461632170582678,51,121,9.270023374137356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
50.0,6,0.0,3,3,3,1,3,300.0,780.0,3,1,780,636,1416,0.0,1,1,3,6,0,1,1,1.0,1,221,0,48,0,11.848683160653573,71,73,8.699514748210191,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
55.0,3,0.0,3,3,3,1,1,0.0,728.0,5,1,1306,0,1306,0.0,1,0,2,6,0,0,0,0.0,2,263,0,0,2,11.245046019814627,55,81,8.584851839890053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
60.0,4,0.0,4,3,3,1,1,0.0,672.0,4,1,672,0,672,0.0,1,0,3,4,0,1,1,1.0,0,88,108,0,0,11.372513311253483,16,81,8.594154232552366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
94.21817149989643,5,0.0,3,3,3,1,5,785.0,1113.0,5,1,1160,0,1160,1.0,1,0,4,6,0,5,1,1.0,2,81,0,0,2,11.934919875029603,53,53,9.796959689126295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
68.0,4,115.0,3,4,3,1,3,767.0,911.0,3,1,930,0,930,0.0,1,0,3,5,0,5,2,1.0,2,134,0,0,3,11.502875129116727,68,68,9.161150127785412,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
50.0,4,0.0,2,3,3,1,2,280.0,420.0,4,1,708,0,708,0.0,1,0,2,5,0,0,0,0.0,2,164,0,0,0,11.320553572322773,71,81,8.58110651715989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
50.0,6,0.0,4,4,3,1,6,430.0,1575.0,4,1,1575,0,1575,1.0,2,0,4,5,0,5,2,2.0,2,0,0,52,0,12.096257779522967,29,29,8.988695696785708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
75.0,5,0.0,3,3,3,1,5,773.0,1059.0,4,1,1059,0,1059,1.0,1,0,3,6,0,5,3,1.0,2,0,88,0,2,11.867097278690842,55,55,9.104979856318357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62.0,4,0.0,3,3,3,1,3,513.0,1005.0,3,1,1005,0,1005,1.0,1,0,3,5,0,1,1,2.0,0,0,0,0,3,11.656159633056136,57,57,9.567944883732848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
61.37928188303166,7,0.0,4,4,3,1,6,738.0,1057.0,5,1,1057,872,1929,1.0,2,1,4,7,1,5,3,2.0,2,0,235,0,0,12.328290278254423,20,20,8.860782895806315,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
30.0,7,0.0,4,4,3,1,1,0.0,600.0,5,1,520,600,1200,0.0,2,1,4,4,0,1,2,2.0,2,0,166,0,0,11.87862357740665,16,16,8.064636475774222,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
112.0,8,221.0,4,5,3,4,1,0.0,1765.0,5,1,1804,886,2690,0.0,2,1,4,9,1,3,3,3.0,2,268,58,0,0,12.821258284620408,18,18,9.708141544619421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
76.0,5,0.0,3,4,3,2,3,207.0,833.0,3,1,833,0,833,1.0,1,0,4,5,0,5,1,2.0,2,431,0,0,3,11.917723684090689,37,37,9.46397433028839,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
105.0,6,0.0,4,4,3,1,1,0.0,728.0,4,1,728,728,1456,0.0,2,1,3,8,0,5,2,2.0,2,0,0,0,0,12.059803326028716,15,15,9.653614941479894,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
60.0,5,0.0,3,3,3,1,5,398.0,864.0,4,1,864,0,864,1.0,1,0,4,5,0,1,2,2.0,2,194,0,0,0,11.76756768334381,19,71,8.881836305004146,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
48.0,6,0.0,3,4,2,1,1,0.0,1362.0,3,1,1586,0,1586,0.0,2,0,3,7,1,5,1,2.0,2,192,0,0,0,12.106252310247962,23,42,9.743494841225237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
125.0,5,272.0,3,3,3,3,4,678.0,1058.0,5,1,1370,0,1370,1.0,1,0,3,6,1,4,2,1.0,2,191,0,0,3,11.904967552746252,65,65,9.210340371976184,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
75.0,6,0.0,3,4,3,3,6,475.0,914.0,5,1,914,0,914,1.0,1,0,4,4,0,0,0,0.0,0,32,0,0,0,11.672063686308526,19,19,8.99342737041261,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
43.0,7,16.0,4,4,3,3,6,16.0,1373.0,5,1,1555,0,1555,0.0,2,0,4,7,1,5,3,2.0,2,143,20,0,0,12.167851432709975,15,16,8.065265208897733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24.0,6,0.0,3,4,3,1,2,81.0,716.0,3,1,716,840,1556,1.0,2,1,3,6,1,5,3,2.0,2,161,0,0,4,11.925035115797062,41,41,7.575584651557793,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
70.0,5,0.0,3,3,3,1,2,138.0,882.0,3,1,882,0,882,1.0,1,0,3,5,0,1,1,2.0,2,96,0,0,3,11.630708500626612,49,49,8.948975607841776,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
98.0,5,0.0,3,3,3,1,4,645.0,915.0,3,1,1167,0,1167,0.0,1,0,3,6,1,1,1,2.0,2,0,0,216,0,11.877568578558138,71,101,9.074635189810808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
89.0,9,714.0,5,5,3,1,6,1204.0,1800.0,5,1,1800,0,1800,1.0,2,0,5,6,1,5,2,3.0,2,210,0,0,0,12.823868388846332,13,14,9.015784277513886,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24.0,6,0.0,3,3,3,1,5,514.0,855.0,3,1,855,601,1456,0.0,2,1,4,6,1,5,1,2.0,2,173,0,0,0,11.917723684090689,46,46,7.731930721948486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
68.0,7,95.0,4,4,3,1,1,0.0,831.0,5,1,831,829,1660,0.0,2,1,4,7,0,5,2,2.0,2,144,68,0,0,12.180754837545884,19,19,9.097731427593528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
68.95361124626872,7,170.0,3,4,3,1,1,0.0,384.0,4,1,812,670,1482,0.0,2,1,4,7,1,5,3,2.0,2,100,25,0,0,12.00701176473192,29,29,9.118773178450692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
75.31740172980851,6,136.0,3,4,3,1,4,299.0,1190.0,5,1,1522,0,1522,0.0,2,0,3,7,1,5,3,2.0,2,0,77,0,4,12.111761966058932,37,37,9.312445594913337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113.0,9,246.0,5,5,3,4,6,1758.0,2190.0,5,1,2036,0,2036,1.0,2,0,5,9,1,5,3,3.0,2,90,154,0,0,12.92391243868049,13,13,9.505841793480096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
82.0,5,0.0,3,4,3,1,4,55.0,1582.0,3,1,1595,0,1595,1.0,2,0,3,5,0,1,1,2.0,2,0,0,0,0,11.931635799828413,30,30,9.311994025702683,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
65.0,7,172.0,4,4,3,1,1,0.0,891.0,5,1,891,795,1686,0.0,2,1,4,8,0,5,3,2.0,2,144,101,0,0,12.122691036591123,16,16,8.961879012677683,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
78.0,7,200.0,3,4,4,4,6,1309.0,1344.0,5,1,1344,0,1344,2.0,2,0,3,8,0,5,3,4.0,2,0,0,0,0,12.237086699059343,23,24,8.862200330487287,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
77.64695059864759,5,0.0,3,3,3,1,4,149.0,1652.0,3,1,1652,0,1652,0.0,2,0,3,8,0,6,1,3.0,2,0,0,0,0,11.894780707439258,51,51,9.3789010135201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
60.0,4,0.0,3,3,3,1,1,0.0,832.0,3,1,832,505,1337,0.0,1,0,3,5,0,5,1,1.0,2,0,0,0,0,11.589886506106357,65,65,9.033841828485016,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
102.0,7,143.0,3,3,3,1,1,0.0,570.0,4,1,1222,698,1920,0.0,3,0,4,8,1,5,2,2.0,2,0,98,0,4,12.043553716032399,29,53,9.229358377811945,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49.95540961027726,6,205.0,4,4,3,2,6,662.0,848.0,5,1,848,0,848,1.0,1,0,4,3,0,5,2,2.0,2,140,0,0,0,11.884489021402711,17,17,8.395251520610994,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24.0,7,0.0,3,4,3,1,5,435.0,1057.0,3,1,1055,0,1055,0.0,2,0,3,4,1,5,2,2.0,2,0,27,0,0,11.719939634354555,46,46,7.731930721948486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
41.57075257656775,6,0.0,3,4,3,2,6,1003.0,1291.0,5,1,1291,0,1291,1.0,1,0,4,6,1,5,1,2.0,2,307,0,0,0,12.061046873479915,24,25,7.967973179662935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
60.0,6,0.0,3,3,3,1,1,0.0,624.0,4,1,720,0,720,0.0,1,0,3,5,0,1,1,2.0,2,106,0,0,0,11.570250531589497,18,93,9.050171619823361,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21.0,4,0.0,3,4,3,4,6,462.0,462.0,3,1,526,462,988,1.0,1,0,3,5,0,3,1,1.0,2,120,101,0,2,11.418614785498987,48,48,7.3752557780097545,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
78.0,5,0.0,3,3,3,1,4,312.0,1067.0,2,0,986,537,1523,1.0,2,0,2,7,1,5,1,1.0,2,0,0,81,0,11.970350312009105,16,72,9.655026193237628,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
65.0,7,0.0,4,4,3,1,1,0.0,864.0,5,1,864,864,1728,0.0,2,1,4,7,0,5,2,2.0,2,187,56,0,0,12.154779351142624,17,17,9.139166552521658,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
22.0,8,0.0,4,4,3,4,2,560.0,1230.0,5,1,1239,0,1239,1.0,1,1,4,4,1,5,3,2.0,2,172,24,0,0,12.289954129510877,26,26,9.311451873344595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
75.0,5,162.0,3,3,3,1,5,330.0,1151.0,4,1,1151,804,1955,0.0,2,0,3,7,0,5,3,1.0,2,0,0,0,0,12.016726473799254,63,63,9.104979856318357,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
75.0,7,0.0,3,3,3,1,3,275.0,704.0,5,1,860,704,1564,0.0,1,1,2,7,1,5,1,1.0,2,0,0,0,0,12.069680020624618,71,80,9.392661928770137,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
62.0,4,0.0,3,5,3,3,1,0.0,416.0,4,1,1204,0,1204,0.0,1,0,3,6,0,4,1,1.0,2,0,0,0,0,11.512925464970229,67,67,8.94793610670867,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
81.0,6,108.0,3,3,3,1,5,923.0,1329.0,3,1,1329,0,1329,0.0,1,1,4,6,0,5,1,1.0,2,393,36,0,0,12.05524975579559,63,63,9.565704457114814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75.0,5,0.0,3,3,3,1,4,330.0,864.0,3,1,879,0,879,0.0,1,0,3,5,0,5,1,2.0,2,0,80,0,0,11.695247021764184,46,46,9.177300517897983,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
60.0,4,0.0,2,3,2,1,1,0.0,721.0,4,1,841,0,841,0.0,1,0,3,4,0,2,1,1.0,0,250,0,24,0,11.314474526246391,71,71,9.035986984831405,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
50.0,6,0.0,3,3,3,1,1,0.0,784.0,5,1,900,412,1312,0.0,1,1,3,6,0,1,1,2.0,2,0,28,0,0,11.751942365440728,71,74,8.922658299524402,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
60.0,6,0.0,3,4,3,1,3,319.0,735.0,2,0,1134,924,2058,0.0,1,1,3,8,1,1,1,2.0,1,0,0,259,0,11.771436160121729,71,104,9.169518377455928,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
56.32473026713595,8,0.0,4,4,3,3,6,1036.0,1220.0,4,1,1360,0,1360,1.0,1,0,4,4,1,5,2,2.0,2,63,0,0,0,12.141534124392603,37,37,8.668024081118821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
86.2352645231865,8,240.0,4,5,3,4,6,1538.0,1778.0,5,1,1786,0,1786,1.0,2,0,4,6,1,5,2,3.0,2,182,35,0,0,12.611537753638338,18,19,9.60642831827175,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86.08193817438296,6,252.0,3,3,3,1,3,416.0,825.0,4,1,1097,896,1993,0.0,2,1,3,8,1,5,2,2.0,2,0,66,0,2,12.154779351142624,50,50,9.602585141913492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50.0,4,0.0,2,3,2,1,1,0.0,951.0,2,0,986,376,1362,0.0,2,0,3,7,0,1,1,1.0,1,0,0,0,3,11.472103470449973,71,101,8.92930284224307,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
65.0,7,100.0,4,4,3,1,6,812.0,1092.0,5,1,1112,438,1550,1.0,2,0,4,7,0,5,3,2.0,2,0,168,0,0,12.392552212472792,14,15,9.002701007197938,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
40.0,5,0.0,3,3,3,1,1,0.0,1140.0,3,1,1696,0,1696,0.0,1,1,3,8,1,5,2,1.0,2,0,30,0,0,11.876873892875459,59,59,9.523178364309082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21.0,4,0.0,3,3,3,1,3,408.0,546.0,3,1,546,546,1092,0.0,1,1,3,5,0,2,1,1.0,2,0,0,0,0,11.379965337713998,51,51,7.334981878871814,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
61.0,9,412.0,5,5,3,1,6,456.0,1752.0,5,1,1752,0,1752,1.0,2,0,5,6,1,5,2,2.0,2,196,82,0,0,12.675763725937609,16,16,8.943506132037239,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
