,rev_id,sent_text,,sentiment
2413,671050018,"Fabulous hotel, but we had a hiccup with our booking and dealing with a Concierge man who had never heard of commonsense made me very frustrated.",service,-1
2414,671050018,,,0
2415,671050018,I walked away and returned 10 minutes later to speak with someone who was able to solve the problem very easily.,service,1
2416,671050018,,,0
2417,671050018,"We had three rooms in total, 2 on the 30th floor and 1 on the 19th.",room,0
2418,671050018,,,0
2419,671050018,The 30th is obviously better to see the lighting show and also access the pool on the 57th floor.,room,0
2420,671050018,,,0
2421,671050018,"The lift servicing the 19th floor terminates at 22, you then change lifts to reach the top, so we spent a great deal of time in and out of lifts!!",other,-1
2422,671050018,,,0
2423,671050018,"Rooms very large, also the bathrooms with double sinks and then toilet and shower each had their own doors,  There are no changing rooms by the pool, but towels are provided.",room,0
2424,671050018,,,0
2425,671050018,We found the pool quite cool and,pool,1
2426,671024269,We stayed 2 nights at this fabulous hotel on the way to Bali.,experience,1
2427,671024269,"Our room was a club king which included afternoon tea, canapés and drinks.",room,0
2428,671024269,The room was luxurious with a very comfy bed.,room,1
2429,671024269,"We enjoyed the whole experience and the infinity pool with great views, which is world renowned.",experience,1
2430,671024269,We will definitely be coming back again one day.,experience,1
2431,671024269,Thank you Marina bay sands.,,1
2432,670919951,I first visited the Sky Deck of the MBS in 2016 and knew then that the next visit to Singapore would be in this hotel.,,0
2433,670919951,"The club rooms are amazing and we'll worth the money, especially for the view.",room,1
2434,670919951,"The club lounge on the other hand was good, but not as good as other 5* hotel we have stayed in.",other,-1
2435,670919951,"We had to register in a room tucked away in the corner of the building, which was smart and comfortable with hot and cold drinks at our disposal.",room,1
2436,670919951,"Although we enjoyed our time at MBS and the pool was amazing, the thing I love about entering a 4* + hotel is their amazing lobby's with great artwork, plush furnishings and chandeliers.",other,1
2437,670919951,The MBS is like entering a huge shopping mall with a hotel on the upper floors...,other,0
2438,670899975,This is among the best places to stay if you have in plan to visit the main touristic areas.,experience,1
2439,670899975,"Most can be quickly reached on foot, and for the rest there's a short Grab or MRT.",other,1
2440,670899975,Get the cheapest room possible.,,0
2441,670899975,It's not like you're going to admire the skyline or garden for hours on end from your top floor suite...,,0
2442,670899975,"Go to the pool as often as possible, although crowded most of the time the experience is truly memorable.",pool,1
2443,670899975,"If you stay until 11 PM when the pool closes, you'll be able to take some great night-time pictures.",pool,1
2444,670899975,,,0
2445,670899975,"The breakfast is simply amazing in diversity, the array of choices is almost dizzying if you eat at the Rise restaurant.",food,1
2446,670899975,On the top floor the view is nicer,pool,1
2447,670899975,but there's less choice of food.,food,-1
2448,670899975,Also - expensive.,,0
2449,670899975,My recommendation is to get a room w/o breakfast and,food,0
2450,670870912,"Thanks for upgrading our room to a Presidential suit with amazing views of the city to 54th floor, loved every minute we were their!",room,1
2451,670870912,"Musaka, Thanks mate for your amazing hospitality!",service,1
2452,670870912,"Thanks for making it one of those cherished days, we loved the pool views too!",pool,1
2453,670850681,"It's a very expensive hotel for the tourists, and we decided to just stay 1 night there.",,0
2454,670850681,"Our room on the 32nd floor was a Garden View room, but it also had a nice view of the ocean.",room,1
2455,670850681,My family went to the famous rooftop swimming pool during the afternoon and at nighttime.,pool,0
2456,670850681,Both hours had simply magnificent views of the city and sea.,pool,1
2457,670850681,I also tried out the rooftop bar later on.,food,0
2458,670850681,"That place had a very nice vibe too--with a DJ and live musician indoor, and again some great views outside.",other,1
2459,670850681,,,0
2460,670850681,"If you're willing to pay extra money while in Singapore, then I do recommend this place.",,0
2461,670809612,I have stayed at many 5 star hotels but what usually gets me at the end is the not so 5 star customer service.,service,0
2462,670809612,"Marina bay sands was wonderful, the staff was great throughout our entire stay to the very end.",service,1
2463,670809612,Our flight leaving Singapore wasn’t until late at night and they were able to store our luggage with access to it whenever we needed and also offered us a room to shower so we weren’t sticky from being outside all day before catching our flight.,service,1
2464,670809612,,,0
2465,670809612,"Club55 is good, but still not sure if it’s worth all the hype.",food,1
2466,670809612,To have access you do need to be staying at the hotel in a room with club access so it was nice and quiet compared to some of the other options.,room,1
2467,670809612,Great nightclub on the 57th floor also.,other,1
2468,670809612,,,0
2469,670809612,Con: the infinity pool is filled with kids splashing around everywhere making it,pool,-1
2470,670702978,"Our family of 4 (kids ages 9 & 6) booked a Family Room at MBS over Easter weekend, arriving on a Friday night and staying until Monday morning.",,0
2471,670702978,I had been prepared for the family room to be on a low floor with poor views - but we totally lucked out with a room on the 27th floor with a view of Gardens by the Bay!,room,1
2472,670702978,We had a huge balcony/terrace with 2 seating areas as well.,room,1
2473,670702978,"The room itself was very spacious with a king sized bed, TV/console divider, and then a double pull out couch for the kids.",room,1
2474,670702978,Like everyone we were there for the pool and took full advantage of jet lag with 6AM swims!,pool,1
2475,670702978,We didn't eat any full meals there; just the SweetShop and at the food court in the shops attached to the hotel but both of those were great.,food,1
2476,670702978,Be sure to sign up for the Sands rewards card for,other,0
2477,670671655,"Yes, maybe it hasn't the colonial atmosphere you would like in a hotel in Singapore.",,0
2478,670671655,"Yes, sometimes it looks like an aiport lounge.",experience,0
2479,670671655,"But when you arrive from the airport the first thing you see of the city is Marina Sands Bay and you will never forget this vision, NEVER!",experience,1
2480,670671655,We arrived at 8am and checkin was so fast.,service,1
2481,670671655,Our room was not ready and we took a visit at Gardens by the Bay.,others,0
2482,670671655,"Lunch at Satay by the bay (very good!), back to hotel at 2pm and lift to infinity pool (WOW!!!).",pool,1
2483,670671655,Relaxed at the pool 'til 6pm then we visited Marina Sands shops and after dinner the light show of super trees from the Marina Bay Deck.,pool,1
2484,670547190,I arranged a surprise Singapore trip for my husband’s birthday and as a once off been able to stay at MBS was icing on the cake.,,0
2485,670547190,Firstly through all my research I found booking directly through MBS website was the cheapest and easiest.,,0
2486,670547190,We arrived early so decided to leave our bags at the luggage holding check point that was easy and quick with no hassles.,service,1
2487,670547190,,,0
2488,670547190,"We arrived back at 2:30pm to check in and the line was very short, I didn’t wait for more than 5 minutes.",service,1
2489,670547190,"Customer service check in was excellent, friendly, professional and very accommodating.",service,1
2490,670547190,,,0
2491,670547190,"We were located on the 37th floor with views of Gardens by the Bay and it was breath taking, especially at night.",room,1
2492,670547190,"The room was clean, the king bed was very comfortable and the bathroom had all the amenities you could possibly need.",room,1
2493,670536546,Had to go and see this hotel and were allowed to go to the top to the bar to have drinks.,food,1
2494,670536546,We arrived at just after 10 and within seconds you are deposited at the top to be greeted by friendly staff and to this amazing view.,service,1
2495,670536546,Drinks are expensive but not much more than you would pay in any 5 start hotel and whilst charged $56 to go to the top it is given back to you with drinks.,,0
2496,670536546,,,0
2497,670536546,What a fabulous few hours spent looking at the view and having cocktails and just very relaxing.,food,1
2498,670536546,Hotel looks great and just amazingly built.,experience,1
2499,670536546,Huge recommendation to see if only for the view.,,1
2500,670536546,We were not allowed into the pool area as we were not guests but saw lot's of people in gowns coming from the pool and they looked happy.,pool,0
2501,670496963,The Hotel is clearly a must when visiting Singapore.,experience,1
2502,670496963,"In my personal opinion, the hotel is like a Mall, with a lot of people, the check in process is not very fluent, even though we were offered water and Ice creams while waiting, still slow.",service,-1
2503,670496963,,,0
2504,670496963,"If you want to swim in the famous pool, you must stay in the hotel, besides that, the hotel is more an tourist attraction than a place to rest and enjoy the city.",pool,0
2505,670496963,"Is very well located, so you could probably visit Singapore and stay the whole place (Hotel, Pool, Mall, etc) so it is up to personal choices.",other,1
2506,670370509,The hotel itself is stunning as the architecture is amazing!,experience,1
2507,670370509,The roof top pool is a great experience and looking over the bay from the Skydeck is also great.,pool,1
2508,670370509,"However, due to it being so popular it does have a 'conveyer belt' feel to the stay.",experience,-1
2509,670370509,There are always masses of people checking in and out and pool itself gets very hectic.,pool,-1
2510,670370509,"The rooms are very nice and well kept, but nothing exceptional.  ",room,0
2511,670370509,"It's definitely exciting to stay there and enjoy the facilities, but it's not a luxury hotel experience!",experience,0
2512,670370413,I booked and upgraded this hotel to 45 floor.,,0
2513,670370413,This was a dream and best experience we ever had.,experience,1
2514,670370413,It’s got the view and infinity pool was the best experience we ever had.,pool,1
2515,670370413,"If you visit Singapore, please stay at this place at list for 1 night to experience what it offers.",experience,1
2516,670370413,Worth the money,,0
2517,670370413,spent,,0
2518,670365709,"I came, I saw, I swam.",pool,0
2519,670365709,,,0
2520,670365709,"Hotel is what one might expect- a gorgeous, overpriced wonder with everyone taking photos at the pool.",pool,0
2521,670365709,,,0
2522,670365709,The service was average.,service,0
2523,670365709,,,0
2524,670365709,The room size was spacious.,room,1
2525,670365709,,,0
2526,670365709,"Overall, I don’t regret staying here but would consider a different hotel for my future Singaporean travels.",experience,0
2527,670365709,,,0
2528,670365709,"Once the novelty of the pool and architecture wears off, the value of staying here take a plunge for me.",experience,0
2529,670352708,First time in Singapore and only have three nights?,,0
2530,670352708,,,0
2531,670352708,"Well, this is definitely the place to stay.",,1
2532,670352708,"   Great service, great rooms, incredible views from the pool and plenty of nightlife with terrific restaurants at your doorstep.",service,1
2533,670352708,,,0
2534,670352708,Hawkers markets are nearby if you want to try what the locals eat!,food,1
2535,670316237,"Our second time at this hotel, the room was immaculate and staff service impeccable, especially the lovely ladies in club55; Ellaine, Sabrina, Jesan, Farah, Kate and",service,1
2536,670316237,June-May.,,0
2537,670316237,After just one visit they remembered our names and greeted us by name every time we visited the club lounge.,service,1
2538,670316237,,,0
2539,670316237,The rooftop pool was very busy as usual and sometimes difficult to get a lounger.,pool,-1
2540,670316237,,,0
2541,670316237,"MBS is not a cheap hotel, however we recommend paying extra to get a club room as the service and food quality of breakfast, afternoon tea and evening canapés is outstanding as is the free flowing champagne offered in the early evening (piper-heidsinck).",food,1
2542,670316237,You also get a room high up in tower 2 which is convenient to get to the pool.,room,0
2543,670316237,,,0
2544,670316237,Xi-mei cleaned our room beautifully and made the towel sculptures pictured.,service,1
2545,670316237,,,0
2546,670316237,If,,0
2547,670316237,we,,0
2548,670311884,My wife and I had a 3 night stop over in Singapore and set 1 night aside to stay here as it was something we had wanted to do for years.,,0
2549,670311884,Our experience was extremely disappointing and left us wishing we had just stayed at the Pan Pacific where we spent the the 2 nights previous and was by far a better hotel.,experience,-1
2550,670311884,The service at Marina Bay Sands was terrible.,service,-1
2551,670311884,"The staff were slow, rude and really unhelpful.",service,-1
2552,670311884,I’m guessing they reserve the best service for those arriving in Bentley’s or who are wearing Rolex’s.,service,-1
2553,670311884,The room was very underwhelming and the hotel had the fell of a shopping mall.,room,-1
2554,670311884,Then there was the pool.,,0
2555,670311884,Wow it was awesome to spend the afternoon in a pool with a thousand other people.,pool,1
2556,670311884,I’m sure my review would have been better if it wasn’t for the atrocious service,service,-1
2557,670311884,we experienced,,0
2558,670220187,Due to the size of the hotel be prepared to wait to be checked in.,service,-1
2559,670220187,You do have an option of not paying a deposit that will keep the fridge locked.,,0
2560,670220187,,,0
2561,670220187,The best thing about the room are the views.,room,1
2562,670220187,Otherwise the room looks pretty average.,room,0
2563,670220187,"What was nice was the electric blinds theat open automatically as soon as you enter the room, 3 ply toilet tissue and the TWG tea bags but no bidet in the toilet.",room,1
2564,670220187,The shower functional but basic.,room,0
2565,670220187,The views from the obsevation deck are amazing.,other,1
2566,670220187,Best has to be the infinity pool that goes to the edge of the building.,pool,1
2567,670220187,You can tell from the skypark this is no ordinary hotel.,other,1
2568,670220187,I would recommend at least spending one night so you can experience the skypark as its only available for the hotel guests.,other,1
2569,670220187,"The other benefit is the gardens by the bay,",other,1
2570,670220187,the water,,0
2571,670161431,We stayed here for 4 nights on a recent visit to Singapore.,,0
2572,670161431,"The hotel is everything you would expect and the staff and food were both absolutely excellent, but the pictures do not do the infinity pool justice.",experience,1
2573,670161431,"Its simply stunning, with views out over Marina Bay on one side and the Gardens by the Bay on the other.",other,1
2574,670161431,"And, surprisingly its not crowded, there are lots of loungers available to watch the Singapore skyline from.",other,1
2575,670057394,We had the best sleeping and waking moments with an awesome view of Gardens by the Bay.,other,1
2576,670057394,Service was superb.,service,1
2577,670057394,Our room was cleaned several times a day.,room,1
2578,670057394,"The staff were all courteous, very attentive to all our requests and honest.",service,1
2579,670057394,I left ex gratia for the housekeeping every time,service,1
2580,670057394,but nobody took them so I enclosed them with a thank you note on our last day.,,0
2581,670057394,Don't miss cocktails by the pool during sunset.,food,1
2582,670057394,It's a bit crowded while we were there but the view was so amazing so we didn't mind having a lot of photobombers.,experience,1
2583,670057394,"It's absolutely on the pricey side but with the kind of service we've experienced, I wouldn't mind coming back.",experience,1
2584,670051398,We spend 4 nights at the Marina Bay Sands hotels and we had 2 connecting skyline view rooms.,,0
2585,670051398,The service was excellent from the arrival at the airport to the return.,service,1
2586,670051398,,,0
2587,670051398,The view and the roof top pools are unique and are worth the experience.,pool,1
2588,670051398,,,0
2589,670051398,We enjoyed the food court next door as a much more relaxed atmosphere and huge variety of choices.,food,1
2590,670051398,,,0
2591,670051398,The hotel can be quite busy at time with long queues at checking or check out but we were spare those by check-in in the room.,service,1
2592,670051398,We definitely recommend this hotel for a stay in Singapore.,experience,1
2593,670025455,This is simply the place to stay in Singapore.,,0
2594,670025455,Choose a room with city view (Deluxe with Sky View are perfect) and you will be delighted.,room,1
2595,670025455,"Perfectly located, with plenty of services and amenities like the famous infinity pool (a bit crowed) and the sky deck.",other,1
2596,670025455,,,0
2597,670025455,Simply wow!,experience,1
2598,670006499,"Even you can't afford to stay in this hotel, there are things you can do at low cost or no cost.",,0
2599,670006499,The food court here is not as expensive as the restaurants in the hotel.,food,0
2600,670006499,,,0
2601,670006499,"There are two light shows every night at the Garden by the Bay as well as another one in front of the Bay, both are free.",other,1
2602,669962669,This is a must stay for anyone who loves to travel.,,0
2603,669962669,From the moment you walk in you are treated with royalty.,service,1
2604,669962669,I have no complaints at all about this place.,experience,1
2605,669962669,I got a free upgrade too because it was my first time there.,service,1
2606,669962518,Was greeted by two lovely concierge staff Iryn and Aram who done a lovely job checking us into our hotel rooms.,service,1
2607,669962518,Iryn was on your first day but done a spectacular job nevertheless.,service,1
2608,669962518,"She Was very professional and accommodating, alongside her trainer Aram who was very helpful with our requests.",service,1
2609,669962518,,,0
2610,669962518,"Marina Bay Sands is a great place to visit, and wouldn't be the way it is without the friendly staff whom I encountered.",service,1
2611,669959483,"Check in is slow, the large foyer is currently under constructions will likely be more welcoming when completed.",service,-1
2612,669959483,We had booked two rooms and we were split on to different floors (irritating),room,-1
2613,669959483,Elevators are also slow and you need to swipe room key wait for board to flash and then press floor.,room,-1
2614,669959483,We paid for the premium rooms and one certainly was - the other was not.,room,-1
2615,669959483,"The room on floor 27 had an obstructed view, no verandah and was very dank smelling (like a laundromat).",room,-1
2616,669959483,Floor 29 had sweeping views of the gardens from the verandah.,room,-1
2617,669959483,The toiletries are very high quality.,room,1
2618,669959483,"Rooms are reasonably clean, blandly dressed and not in brand new condition with reasonable wear and tear, the design layout is impractical in part (bathroom and toilet lights are located next to door, toilet and shower",room,1
2619,669895854,Great thing about staying at MBS is you do not need to leave the hotel.,other,1
2620,669895854,Singapore is so hot and humid I don’t want to leave the hotel.,,0
2621,669895854,We came for the new Marquee.,,0
2622,669895854,Cut steak and Blossom were delicious.,food,1
2623,669895854,Adrift have great cocktails and Lavo great view.,food,1
2624,669895854,Marquee was fun.,other,1
2625,669895854,The food court is open 24/7 so great place after club.,food,1
2626,669895854,Room was spacious love our housekeeper.,service,1
2627,669895854,Minus one star when we got off taxi nobody came to help us with our luggage.,service,-1
2628,669895854,I told the front desk and couple guys were free standing around.,service,-1
2629,669882529,When booking this hotel I had doubts that it would be worth as much per night as a Ritz Carlton and Mandarin Oriental (all are on the Marina Bay).,,0
2630,669882529,But upon check in I knew I had made the right choice!,,0
2631,669882529,"For reference, I had booked the Premier Room City View.  ",room,0
2632,669882529,"Firstly, they let me check in at 7:00 AM!",service,0
2633,669882529,"I was expecting them to say the room wasn't ready, but they were very accommodating and gave me a room right away.",service,1
2634,669882529,Upon entering the room I could see why this is a 5-star hotel.,room,1
2635,669882529,Great room and amenities.,room,1
2636,669882529,,,0
2637,669882529,"Second, the POOL is INCREDIBLE!",pool,1
2638,669882529,"I am not a huge sit by the pool and do nothing person, but here, I spent hours in the pool and sitting by it.",pool,1
2639,669882529,Where else can you be 57 floors up swimming around looking over the city?!,pool,1
2640,669882529,"This was very, very impressive!",pool,1
2641,669882529,The pool alone is worth spending,pool,1
2642,669830281,We stayed here on 28th May one night on way to aus.,,0
2643,669830281,"A experience to remember, a fabulous iconic hotel that deserves its reputation.",experience,1
2644,669830281,View from 18th floor garden view was spectacular.,other,0
2645,669830281,Could easy become impersonal due to size but this is negated by staff being so helpful and willing to please.,service,1
2646,669830281,Even buffet breakfast in any of designated restaurants was excellent.,food,1
2647,669830281,The person who seats you once learns your name Thanks you by name as you leave helps keep it personal.,service,1
2648,669830281,Also who can leave without mentioning infinity pool on top floor this was worth the one day visit on its own,pool,1
2649,669792585,Stayed for layover night in a Premier City View Twin room.,room,0
2650,669792585,Very spacious.,,0
2651,669792585,Twin bed too small to sleep with kids.,room,-1
2652,669792585,Should be queen size for that.,room,-1
2653,669792585,Pool was crowded as expected.,pool,-1
2654,669792585,,,0
2655,669792585,Positive atmosphere was caused by sunset and dawn light.,,1
2656,669792585,Spago cocktails and sushi quite good but not special enough for the prices.,food,1
2657,669792585,Overall very impressive hotel if you are looking for crowded environment wherever you go.,experience,1
2658,669668627,"If you haven't had a chance to stay in this hotel, then you should do.",,0
2659,669668627,,,0
2660,669668627,This is my April visit to this hotel and I put some infinity pools photos at night.,pool,0
2661,669668627,,,0
2662,669668627,It was beautiful scenery from 57th floors of Sands Skypark especially at evening time.,other,1
2663,669668627,,,0
2664,669668627,Love it,,1
2665,669603735,Stayed at the hotel for one day before flying home and couldn’t have had a better experience.,experience,1
2666,669603735,From the moment we arrived everything was perfect.,experience,1
2667,669603735,We had been staying in Singapore for a week and so were early for check in.,service,0
2668,669603735,Arriving at about 11am we walked straight up to check in - no queue and was greeted by a lovely lady who explained our room wasn’t quite ready but that we could register which would allow us to get a key and head up to the infinity pool.,service,1
2669,669603735,Amazing!,experience,1
2670,669603735,We left our luggage at reception and headed up to level 57.,,0
2671,669603735,The pool was not too busy at this time so we got seats right on the water.,pool,0
2672,669603735,The pool itself is spectacular and a must see if you’re in Singapore.,pool,1
2673,669603735,We received a text 30mins later saying our room was ready but decided to stay at the pool.,pool,1
2674,669603735,Cocktails are delish and,food,1
2675,669599559,My family can’t get over the beauty of the skypool.,pool,1
2676,669599559,It overlooks the entire city.,,0
2677,669599559,Safety is being prioritized and people in the pool are supervised with pool guards.,pool,1
2678,669599559,You must try atleast once in a life time to go to this place..,,0
2679,669579883,We recently stayed and it was a wonderful experience.,experience,1
2680,669579883,From the moment we entered the foyer the service was second to none.,service,1
2681,669579883,We were ushered to a VIP space to check in and then offered a superb upgrade from level 4 to level 43 and of course we accepted.,service,1
2682,669579883,The fixtures of the hotel and our suite were fantastic.,room,1
2683,669579883,The staff are friendly and super attentive.,service,1
2684,669579883,So glad we got to stay here.,experience,1
2685,669575707,"From the outside of the hotel it looks stunning, if arriving at night even more so.",other,1
2686,669575707,Once you step out of the taxi forget any type of personal experience.,experience,-1
2687,669575707,You become part of the other 5000 people staying there.,,-1
2688,669575707,Staff are rude and you are offered no assistance with cases.,service,-1
2689,669575707,"Once inside good luck finding where you are meant to check in, especially if you pay the extra for a club room.",service,-1
2690,669575707,Once you get to your room be ready to be dissapointed.,room,-1
2691,669575707,Club rooms with garden view are smaller than rooms on the other side of the hotel (cleverly you are shown the large room even if you book a garden room... naughty).,room,-1
2692,669575707,The infinity pool is impossible to get to with every man and his selfie stick vying for space.,pool,-1
2693,669575707,Trying to find a spot for a drink in the evening which felt luxurious was impossible.,food,-1
2694,669575707,Worth,,1
2695,669535321,Wow.,,1
2696,669535321,What a hotel.,,1
2697,669535321,"The architecture, rooms, views and staff are incredible.",service,1
2698,669535321,Didn't want to leave here.,,1
2699,669535321,"Club access gave a huge room, afternoon tea, Champaign etc.",food,1
2700,669535321,Breakfast on top floor was incredible and enjoyed the pool.,pool,1
2701,669535321,Can't wait to come back,,0
2702,669390073,Best way I can describe MBS is if McDonald’s was a hotel it would be Marina Bay Sands.,experience,0
2703,669390073,It genuinely feels like a drive through.,,0
2704,669390073,"There is nothing really wrong with it, it just feels impersonal and detached.",experience,-1
2705,669390073,,,0
2706,669390073,Architecturally it’s a marvel of engineering but it lacks the most important bit... personality.,experience,-1
2707,669390073,"The pool attracts the worst kind of visitors, the social media influencers and bloggers.",pool,-1
2708,669390073,"Selfie here, selfie there, take a photo of everything I’m consuming.",,0
2709,669390073,Oh and Russians.,,0
2710,669390073,Those pesky Russians and their desire to wear the hotel provided robe and slippers from their hotel room on level 4 all the way to the pool on level 57.,,0
2711,669390073,For some reason the rest of the folk follow that trend.,,0
2712,669390073,,,0
2713,669390073,"Breakfast at Rise is simply outstanding, pay the money folks and enjoy a great breakfast.",food,1
2714,669390073,"Lavo,",food,0
2715,669389011,Too popular with tourists.,experience,-1
2716,669389011,Meaning even upgrade areas are busy.,,0
2717,669389011,Not as central as other hotels but does have good views.,other,1
2718,669389011,Good food options.,food,1
2719,669389011,Shops aligned are high class.,other,1
2720,669389011,Staff are great and well trained,service,1
2721,669377155,"We decided to stay here for one night during our recent visit to Singapore, it lived up to all our expectations and more.",experience,1
2722,669377155,The infinity pool on the top is amazing and offers panoramic views of this amazing city.,pool,1
2723,669377155,The hotel offers so much to see and do.,experience,1
2724,669377155,Check in was easy and we were able to check in early and leave our luggage whilst being able to access the pool and observation deck.,service,1
2725,669377155,The view from our room was gorgeous as we had a garden facing room in tower 3.,room,1
2726,669377155,"We watched the tree show from our balcony, truly beautiful.",room,1
2727,669377155,We were able to eat within the hotel with a child and felt welcomed.,food,1
2728,669377155,"The shopping available within the hotel is on another level and whilst we weren’t there to spend, we enjoyed the experience of walking through seeing all that sparkles!",other,1
2729,669372143,this was my third visit to this hotel so as we had arrived around 2 pm in the afternoon and we had booked some higher category rooms we were in the ever waiting check in queue more in the front and were lucky that our rooms were ready as still some people were asked to wait as check in time is 3 pm and check out time is 11 am they really need a lot of time to get the rooms done > the lobby as usual crowded as if the rooms are for free and mind you this prices here are not cheap> now for the good things the rooms as usual good > the shopping mall and the casino it has all what else you need and to top it all the infinity pool just amazing loved it the service and the cocktails at the pool deck just amazing > one word Enjoyed my stay,service,1
2730,669352692,Excelent location to see night show at the gardens and laser show.,other,0
2731,669352692,Room is average and has my pet hate auto mini bar.,room,-1
2732,669352692,Pool is good but far too busy.,pool,-1
2733,669352692,Resort on a whole is way too touristy.,experience,0
2734,669352692,"If you are going to stay here do it for a night, tick the box and go somewhere else.",,0
2735,669352692,There are many better options in Singapore.,,0
2736,669277208,"You cannot miss it, with its three tall towers with boat strung across the three towers.",,0
2737,669277208,We were having high tea in the Renku Bar & Lounge on the ground floor.,food,0
2738,669277208,Then after tea we visited the Sky Park viewing platform.,other,0
2739,669172151,4 friends visited Ce la vi club lounge for drinks.,food,0
2740,669172151,Great atmosphere in this bar.,food,1
2741,669172151,,,0
2742,669172151,We were served by Sandeep who has extremely good customer care and is very professional.,service,1
2743,669172151,Strongly advise a trip here when in Singapore,,1
2744,669148011,Stayed at the Marina Bay Sands on a 3 night trip for a friends birthday.,,0
2745,669148011,,,0
2746,669148011,Checking in was no problem and our room was up graded.,service,1
2747,669148011,The room was very clean with views out to the garden and sea.,room,1
2748,669148011,"The infinity pool opens at 6am and this is probably the best time to go get a lounger by the pool, we were still on uk time so this was not a problem.",pool,1
2749,669148011,The pool does get very very busy but it is a must to visit and see Singapore from a high height.,pool,1
2750,669148011,The hotel is very large with three towers.,experience,0
2751,669148011,Again it does get very busy,,0
2752,669148011,but the size of the hotel can accommodate this.,,0
2753,669148011,There are several restaurants and bars around to visit.,food,0
2754,669148011,Try happy hour!!!!!,food,0
2755,669148011,,,0
2756,669148011,There is a large shopping mall under the hotel with all the worlds top designers which my wife found to her delight.,other,1
2757,669148011,All in all this was a great hotel,experience,1
2758,669092769,I stayed at MBS one night because it was too expensive to stay for the entire length of our trip to Singapore.,,0
2759,669092769,,,0
2760,669092769,You have to stay there to actually use the infinity pool but outside guests can go to the top to take pictures without being in the pool.,pool,0
2761,669092769,Though definitely luxurious,,0
2762,669092769,and we don't gamble and we thought it the location was just so-so.,other,-1
2763,669092769,,,0
2764,669092769,We didn't eat at any of the restaurants in the hotel because Singapore is all about the hawker stands.,food,0
2765,669092769,,,0
2766,669092769,We did like that it was close to Gardens by the Bay,other,1
2767,669092769,but it's proximity to everything else was a little bit far for walking.,,0
2768,669092769,We moved to a boutique hotel in Chinatown afterward and liked that vibe a lot more.,,-1
2769,669092769,,,0
2770,669092769,"Besides the pool, it was just another very big and over the top and overrated hotel but still a great experience just for that one",experience,1
2771,669077779,The Infinity Pool is certainly great and the view from the hotel rooms is rather nice.,pool,1
2772,669077779,"But to be honest, that's it.",,
2773,669077779,I've stayed in this hotel a few times now,experience,0
2774,669077779,but I probably won't return.,,0
2775,669077779,The hotel is way too big and you have the feeling of being on a market rather than in a five star hotel.,experience,-1
2776,669077779,"There are much better places to stay in Singapore if you are looking for beautiful and luxurious rooms as well as personalized and polite service (e.g., Raffles, InterContinental, Fullerton).",,0
2777,669077779,,,0
2778,669077779,We also visited the bar and the drinks were average (if at all).,food,-1
2779,669077779,"Interestingly, however, the bar keeper did not engage with us nor was he friendly above average, but he gave everyone a card with his name asking to write a positive TripAdvisor review about him.",service,-1
2780,669077779,Well.. Looks like this place is desperately,experience,-1
2781,669061746,"Excellent hotel, luxurious and modern.",experience,1
2782,669061746,big rooms with all amenities.,room,1
2783,669061746,very child friendly.,experience,1
2784,669061746,"lots of things to do- rooftop pool with amazing views, a huge casino, luxury shopping and many many food outlets.",other,1
2785,669061746,fine dining to food courts it has all.,food,1
2786,669061746,location is good and not far from the main places.,other,1
2787,669061746,overall enjoyed thoroughly,experience,1
2788,669014946,Utterly amazing!,experience,1
2789,669014946,"Booked a club room which allows access to lounge book in rather than front desk, treated like VIP’s, we were upgraded to a suite which was such a wonderful surprise!",room,1
2790,669014946,What this hotel manages to do is make you feel special despite many visitors and lots of tourists.,experience,1
2791,669014946,"Once in the tower blocks the busyness outside melts away, you truly feel you have exclusive access to one of the most amazing hotels in the world!",experience,1
2792,669014946,The suite was breathtaking with views that surpassed anything experienced before.,room,1
2793,669014946,"Every need is catered for, bath products fabulous and the beds and pillows so comfy.",room,1
2794,669014946,Staff are so attentive everything is thought of and when needed so prompt in their service.,service,1
2795,669014946,"Club rooms are the way to experience this hotel, the club 55 access was superb, food exceptional at",room,1
2796,668981988,I was lucky enough to spend nearly a week at the stunning Marina Bay Sands at a work conference.,,0
2797,668981988,,,0
2798,668981988,It really didn't disappoint.,,1
2799,668981988,,,0
2800,668981988,Of course you can't really swim in the infinity pool - its for taking selfies and watching the sunset!,pool,0
2801,668981988,And yes its absolutely huge,,1
2802,668981988,but I found the service excellent and my room was beautiful.,service,1
2803,668981988,I had a view out on the bay and could lie in bed and happily watch the lights of the city.,room,1
2804,668981988,Just magnificent.,,1
2805,668981988,,,0
2806,668981988,There is a massive shopping centre below (some high street but mainly high end!) and lots of restaurant choices - my favourite was Lavo.,food,1
2807,668981988,,,0
2808,668981988,I would definitely splash out to spend another night in this gorgeous spot!!,,0
2809,668961393,Worth visiting on any trip to Singapore.,,1
2810,668961393,Accessible from any part of Singapore by Taxi Rooms are not only bigger in size but have fabalous view.,other,1
2811,668961393,Breakfast is excellent and includes  Indian Menu.,food,1
2812,668961393,Reception staff is courteous.,service,1
2813,668889324,The world famous infinity pool is not to be missed.,pool,1
2814,668889324,,,0
2815,668889324,The hotel is huge with top service.,service,1
2816,668889324,However because of its size and modern design it is more like a hub than a luxury hotel.,experience,0
2817,668889324,"  Other than that, the restaurants and service is second to none.",food,1
