sent_id,rev_id,sent_text,category,sentiment
547,687138133,"Excellent service from staff on duty - Alson, Lali Kumar and Camilla.",service,1.0
548,687138133,Thoughtful as well.,none,1.0
550,687138133,We were celebrating a birthday and a cake/birthday song was planned.,none,1.0
551,687138133,Food was great - especially loved the savoury treats.,food,1.0
552,687138133,Ambience is awesome.,none,1.0
553,687116957,外観は歴史を感じさせるが、内部はフルリノベされており、部屋は快適。 日本からのフライトで夕方チェックインし、その後運河沿いを歩きながら食事をするのも楽しい。 バクテーの人気店「Song Fa Bak Kut The(ソンファ・バクテー)」も徒歩圏内。 マーライオンも歩いて見に行けて、時間がないビジネストリップに便利。,none,0.0
554,686960969,The food was amazing and the service is excellent.,service,1.0
555,686960969,The manager Alan is very knowledgeable.,none,0.0
556,686960969,Yan Shou and Yvonne’s service is very attentive and they made very good suggestions for the dinner.,service,1.0
557,686960969,"As I had certain allergies, the chef was very helpful in offering alternatives.",service,1.0
559,686931794,Very Nice hotel With fantastic service from the staff in Straits Lounge.,service,1.0
560,686931794,We enjoyed every minute.,none,1.0
561,686931794,"The hotel has a Perfect location Close to museums, parks and Nice restaurants.",food,1.0
562,686931794,We also tried the Afternoon Tea and were very satisfied.,food,1.0
563,686915936,Lali Kumar Albert was an amazing waiter and his services are exceptional.,service,1.0
564,686915936,He is extremely polite and friendly towards all of his customers and makes sure that they get the food that they ordered.,food,1.0
565,686915936,My family and I were very satisfied with his services as well as the food and drinks that were served.,food,1.0
566,686906196,Just finished afternoon tea at the Fullerton - one of the best teas I have ever been to!,food,1.0
567,686906196,"Staff is warm, charming, sincere, checking in consistently - Lalikumas and Albert attended to us and service could not have been better!  ",service,1.0
568,686906196,Food is excellent - plentiful with refills available (so if something you particularly enjoyed on tray can help yourself to more).,food,1.0
570,686906196,I enjoyed that we could choose both coffee and tea.,food,1.0
573,686906196,"Highly, highly recommend - we did this as our last day of vacation in Singapore and could not have ended the trip better!",none,1.0
574,686890697,Right in the heart of Singapore on the marina.,none,0.0
575,686890697,This hotel is absolutely beautiful.,none,1.0
577,686890697,Our room was lovely.,room,1.0
578,686890697,Service everywhere was wonderful - friendly and helpful.,service,1.0
579,686890697,Breakfast provided had everything you could ask for.,food,0.0
581,686890697,"Special mention to Sall, the pool man who was a fountain of information about Singapore.",pool,1.0
582,686890697,This hotel is top class.,none,1.0
583,686890697,Everything down to the last detail was great.,none,1.0
584,686890697,Look forward to staying there again.,none,0.0
585,686885190,The hotel is absolutely fabulous.,none,1.0
586,686885190,"  When I was booking I called them to say that I wanted a balcony room, which I got.",room,0.0
587,686885190,"Then I asked them to upgrade me (paid upgrade) to a balcony room, facing marina bay.",room,0.0
588,686885190,This was a good decision.,none,1.0
590,686885190,It’s absolutely gorgeous.,none,1.0
592,686885190,"The room is a bit small, but",room,0.0
593,686885190,the view is absolutely worth it.,none,1.0
594,686885190,The staff are very friendly and service is great.,service,1.0
596,686885190,The breakfast seems a bit industrial and I asked for eggs benedict at the eggs counter at breakfast and was pointed to a pan filled with poached eggs and asked to make my own.,food,0.0
597,686885190,Some items got over at breakfast and weren’t refilled.,food,0.0
598,686885190,They just said - sorry it’s over.,none,-1.0
600,686885190,The pool is fabulous and offers a good view to the river.,pool,1.0
601,686845272,This hotel and all its staff deserve the highest commendations.,service,0.0
603,686845272,"We arrived after an unsatisfactory incident at another Hotel and the Fullerton staff Duty Manager Kate welcomed my daughter and I in a manner that made us feel like ""family"".",service,1.0
605,686845272,"Our stay was perfect in every way, the room, the eateries and the bars were beyond our expectations.",room,1.0
606,686845272,"So many amazing staff Kate, Yusuf, Steve, Lalikuma, and Wayne to name a mere few.",service,1.0
608,686845272,"Thank you,"" Two little words that mean so much.",none,1.0
609,686845272,Sunday Brunch is a prelude to heaven.,none,1.0
610,686845272,Sharon and Gemma,none,0.0
611,686820056,Highly recommend this hotel.,none,1.0
612,686820056,"Everything from the check in, to the rooms, the bars and the staff was excellent.",service,1.0
613,686820056,"We stayed in a Heritage room - comfy, spacious and quality fittings.",room,0.0
614,686820056,Location is central.,other,0.0
615,686820056,It was in walking distance of many attractions and the historic part of Singapore.,none,1.0
616,686649821,The high tea at The Fullerton Hotel is amazing.,none,1.0
617,686649821,The BEST high tea ever.,food,1.0
618,686649821,"The staff (Jillian, Shetland, Lailanie, Albert & Geraldine) are so helpful, courteous and cannot do enough for you.",service,1.0
619,686649821,The food is so delicious and you can it’s eat as much as you can!,food,1.0
620,686649821,If you have any food intolerances just let them know and they go out of their way to accommodate your needs.,food,0.0
621,686649821,Thank you for a wonderful experience.,none,1.0
622,686649821,The Fullerton Hotel Singapore.,none,0.0
623,686409188,We Totally enjoyed the abalone set dinner.,food,1.0
624,686409188,"Special thanks to Alan,Yvonne,Penny and Yanshou.the double boiled abalone and Sarcodon Imbricatus in chicken consomme is out of this world.",none,1.0
626,686409188,I strongly recommend this special menu.,none,1.0
627,685919387,Amazing food and ambience!,food,1.0
628,685919387,Had a live harpist performance which was an elegant touch to the perfect afternoon tea.,food,1.0
629,685919387,Staff were friendly and engaging and always attentive.,service,1.0
630,685919387,We had a great time here and will definitely visit again!,none,1.0
631,685904725,Lailanie and Camilla really made our buffet lunch extra special!!,food,1.0
632,685904725,They were so friendly and cheerful.,service,1.0
634,685904725,"The food was great, ambience was perfect!",food,1.0
635,685904725,I love the curries and the wonderful spread!,none,1.0
636,685904725,Will definitely come again!,none,1.0
637,685720513,"Celebrated birthday at The Lighthouse and was more than satisfied by the service provided by Alexandra and her manager, Jay.  ",service,1.0
638,685720513,"Ordered Ricciola di Mare (entree), Merluzzo and Braciola di Maiale.",none,0.0
639,685720513,The entre was superb and unique while the mains were slightly on the saltier side but,none,1.0
640,685720513,it tasted good too!,none,1.0
641,685720513,"Successfully gave a birthday surprise thanks to Alexandra, Jay and also their staff whom were all very attentive and didn't give it away.",service,1.0
642,685720513,Thanks for the memorable experience!,none,1.0
643,685636598,Lailikumar and Esther - Great service and attitude attended by Lailikumar and Esther...,service,1.0
644,685636598,Wonderful experience with them.,none,1.0
645,685636598,Food and drinks are always being refilled by them.,food,0.0
646,685636598,Definitely enjoy my time here.,none,1.0
647,685636598,Kudos to them!!!!!!!!,none,1.0
648,685635030,"Lailanie and Lalikumar, Alson are very friendly.",service,1.0
649,685635030,They were provided wonderful time and delicious dessert for me.,none,1.0
650,685635030,I really recommend this restaurant and staff to everyone.,service,1.0
651,685635030,I had a great time.,none,1.0
652,685635030,Thank you so much!,none,1.0
653,685631135,Had a awesome birthday celebration at the courtyard.,none,1.0
654,685631135,"Lovely and attentive service by Lalikumar,",service,1.0
655,685631135,"Lailanise, Alison and Camilla.",none,0.0
656,685631135,"Awesome food, ambience with harp playing at the background.",food,1.0
657,685631135,I will be back again!,none,0.0
658,685589667,It is my first time to visit Singapore to meet my partner for his conference.,none,0.0
659,685589667,"Our room is spacious, with comfy bed and complete amenities.",room,0.0
660,685589667,The hotel is in perfect location.,none,1.0
661,685589667,Their club is beautiful and their town restaurant too.,food,1.0
662,685589667,Lovely and chill pool overlooking the river and bridge.,pool,1.0
663,685589667,Staffs here are nice and always provide service with smile.,service,1.0
664,685589667,Apparently I forgot to bring my iphone charger for this trip and I always leave my phone to the reception to get it charge.,none,-1.0
665,685589667,"On my third day I was surprise as when i return to my room, the duty manager pretty Kate gave me one apple charger cable.",room,1.0
667,685589667,I was so touch with her thoughtfulness.,none,1.0
668,685589667,When she is on duty she will always check on our stay.,service,0.0
669,685589667,It feels like I found a new family in this hotel.,none,1.0
670,685589667,Everyone is friendly and accommodating .,service,1.0
674,685584705,Everything about this hotel is excellent.,none,1.0
676,685584705,"The efficiency of the check-in, the overall service, the friendliness and efficiency of the staff, the quality of the rooms and the food are all excellent.",service,1.0
678,685584705,The location of the hotel adjacent to the river and many of the sites is also an excellent feature.,none,1.0
680,685584705,It was a pleasure and a delight to stay at the Fullerton for several nights.,none,1.0
682,685584705,Thank you Fullerton,none,1.0
683,685566100,We stopped by the Fullerton on our last trip to Singapore in 2016 to use the bathroom and wow .. what an amazing place!,room,1.0
684,685566100,So when we were planning this past trip it was at the top of our list.,none,1.0
685,685566100,For us as well one of the selling points is that’s it’s a non smoking hotel !!,none,1.0
686,685566100,"Perfect location, 5 min walk or less from the Raffles MRT.",other,1.0
687,685566100,15-20 min walk to Marina Bay.,other,0.0
688,685566100,10min to Boat Quay..  ,none,0.0
689,685566100,we decided to splurge and get a Marina Bay View room and so happy we did.,room,1.0
691,685566100,These rooms have recently been renovated and have balcony’s facing the bay and across the river hotel to stare at :)  amazing view!,room,1.0
693,685566100,What a great room.,room,1.0
694,685566100,Such a comfy bed and sheets!,room,0.0
695,685566100,The bathroom was huge and we had a ToTo toilet that warmed are arses 😬  and Hooks!!,room,1.0
696,685566100,Believe it or not you get points when you have more than one hook,none,0.0
697,685439003,"The caption of this review caught your attention, didn't it?",none,0.0
698,685439003,"Well it captured the essence of my experience, and I'm going to tell you how.",none,1.0
699,685439003," 2 years back, I held my wedding dinner at the Straits Room.",room,0.0
700,685439003,The Banquet Manager who attended to us for the entire wedding dinner event was Benedict Anthony.,food,0.0
701,685439003,"It was an amazing experience that gave us a front row experience of what true hospitality, class and finese was all about.",none,1.0
702,685439003,"And on top of it all, sincerity mixed with the aura of confidence that he was the man who would make everything run smoothly from start to end.",none,1.0
704,685439003,And you bet he did.,none,0.0
706,685439003,[Fast foward to today]  ,none,0.0
707,685439003,"I'm seated at the wedding of my cousin and low & behold, a familar face appeared between me and my wife, and uttered, "" Mr Tay, it is great to see you back again.""",none,1.0
710,685369876,This is our first time having afternoon tea at The Courtyard.,food,0.0
711,685369876,Service from both Lalikumar and Lailanie was an absolute delight.,service,1.0
712,685369876,They were both very attentive to our needs and prompt in serving.,none,0.0
713,685369876,"My wife even received a birthday surprise with a slice of cake, birthday song, and a souvenir photo.",none,1.0
714,685369654,Excellent Food & Service!,food,1.0
715,685369654,Was impressed with the sandwiches and dessert selection!,none,1.0
716,685369654,They have a wide array of tea selections!,food,0.0
717,685369654,Will come back for sure!,none,1.0
718,685369654,"Thanks Lalikumar, Lailanie & Camilla for the amazing service!",service,1.0
719,685369266,"Lovely and attentive service by Angelina, Albert, Lalikumar and Camilla.",service,1.0
720,685369266,There was also harp music being played live which was relaxing and added to the atmosphere of the whole evening.,none,1.0
721,685369266,Food was great and good quality.,food,1.0
722,685349811,"Excellent service at the courtyard, Fullerton by Angelina, Albert, Laukumar, Lai and Camilla.",service,1.0
723,685349811,Good job! 😊,none,1.0
724,685349811,Appreciate the warm gesture by the staff to ask if we have any special occasion.,service,1.0
725,685349811,Thanks for the complimentary photo as well!,none,1.0
726,685348314,The epitome of service.,service,0.0
727,685348314,"A big thank you to Mr Lalikumar, Ms Angelina, Ms Camilla and Mr Albert.",none,1.0
728,685348314,We had a wonderful time and the food was exquisite.,food,1.0
729,685348314,Kudos to the harpist.,none,1.0
730,685348314,We will definitely be back for more.,none,1.0
731,685235277,We stayed 3 nights at Fullerton hotel in April 2019.,none,0.0
732,685235277,We enjoyed our stay and wished we could stay longer.,none,1.0
733,685235277,The staff web very fr and helpful.,service,1.0
734,685235277,Food was very nice.,food,1.0
735,685235277,We pay for upgrade to have the bay view and use of the club house which we recommend.,other,1.0
737,685235277,Hotel location was perfect.,none,1.0
738,685201735,My family and I spend four days and night in the Fullerton with access to the Straits Club.,none,0.0
740,685201735,What a fantastic place.,none,1.0
742,685201735,It is an out British building that has been converted to the most luxurious hotel in Singapore.,none,0.0
744,685201735,"The hotel is a 15-minute walk around the bay from the Gardens by the Bay, and doing it late at night is amazing when the light show is on  ",other,1.0
745,685201735,"There were so many restaurants and coffee area on the ground floor, we didn't have enough time to do everything in the time we had.  ",food,0.0
746,685201735,"However, having coffee floor atrium after an afternoon exploring Singapore made the day.",none,0.0
748,685201735,Having access to the Straits club made even more special.,none,1.0
750,685201735,"it was like living in a grand mansion where the staff couldn't do enough for us, they were absolutely brilliant.",service,1.0
752,685201735,The breakfast and pre-dinner drinks,food,0.0
753,685181694,Steve and WL have been a great assistance to today's event.,none,1.0
754,685181694,A pleasure dining here and will strongly recommend friends to come here.,none,1.0
755,685181694,We will be back as well.,none,1.0
756,685181694,Tip top service from both of them.,service,1.0
758,685176061,We had an amazing dinner celebration for my parents’ 60th,food,1.0
759,685176061,Wedding Anniversary at Town Restaurant.,food,0.0
761,685176061,The buffet spread was amazing in food choice and quality and the staff went out of their way to make the evening special for my parents.,food,1.0
762,685176061,"Our thanks to the staff of Town Restaurant, especially Hope, KC, Sally, Ramli, WL and most especially to Steve, the Assistant Manager for everything!",service,1.0
763,685176061,Will definitely be coming back again!,none,1.0
764,685142920,"We would like to commend on the stellar service rendered by your staff - Esther, Lali Kumar, Albert and Lai.",service,1.0
765,685142920,Especially Mr. Lali Kumar  who has shown an exemplary warmth hospitality to us 3 ladies for celebrating our high-tea birthday munch.,food,1.0
767,685125185,"Angelina, lalikuma, albert provided good quality service and was attentive.",service,1.0
768,685125185,Food and drinks were good and free flow the entire time.,food,1.0
769,685125185,Good music as there qas a harpist performing english chinese and classical music,none,1.0
770,685124202,"Lalikumar, Camille and Lai made sure that we had an enjoyable time celebrating a birthday at the afternoon high tea.",food,1.0
771,685124202,"They recommended teas, dedicated a birthday song by the harpist, took photos and checked in regularly with us.",service,1.0
772,685124202,Thanks for the friendly service!,service,1.0
773,685117944,Excellent customer service received from Lalikumar makes the afternoon tea session even better.,service,1.0
775,685117944,Nice ambience with a nice harpist playing in the background.,none,1.0
776,685117944,"  Free flow food, tea and coffee.",food,1.0
778,685117856,Fantastic tea - Lalikumar and Albert were brilliant - great service 😁.,service,1.0
779,685117856,"Wonderful selection of teas, cakes and sandwiches.",none,1.0
780,685117856,Really enjoyed our time here and would recommend a visit as a must when in Singapore.,none,1.0
781,684998341,We recently had the pleasure of staying at The Fullerton hotel and I cannot praise them highly enough.,none,1.0
782,684998341,"The staff were very attentive, extremely helpful and couldn’tt do enough for us.",service,1.0
783,684998341,We felt like royalty.,none,1.0
784,684998341,Our room overlooked the Marina Bay and had a lovely balcony where we spent a lot of time just admiring the view.,room,1.0
785,684998341,The bed was extremely comfortable.,room,1.0
786,684998341,The breakfast was excellent and we had dinner in the Town Restaurant one evening and could not fault the food at all.,food,1.0
787,684998341,There was not a single thing I would criticise and I would not hesitate to stay there again.,none,-1.0
789,684871286,Our second stay at The Fullerton this year.,none,0.0
790,684871286,Over six months since our last very special stay here we were recognised on arrival and greeted by name.,none,1.0
791,684871286,Most accomodating service from the start giving us a strong sense of returning home.,service,1.0
793,684871286,Accomodation was again a very nicely presented one bedroom suite on the eighth floor with picture windows in both rooms overlooking the river and city skyline both spectacularly lit at night.,room,1.0
794,684871286,Access to the Straits Club was included with our room providing ready access to a very welcoming space on the fourth floor.,room,1.0
795,684871286,"Again remembered by name, by an exceptionally competent team, this lounge provides many food, beverage and service options and benefits .",food,1.0
796,684871286,We recommend you consider choosing the Straits Club option when booking.,none,1.0
797,684871286,Special thanks to Paolo and,none,1.0
798,684861767,The building is a national treasure which oozes elegance and class.,none,1.0
799,684861767,It was a delight to finally be able to spend a night here.,none,1.0
800,684861767,The rooms were very tastefully decorated in an understated yet sumptuous style.,room,0.0
801,684861767,Hotel personnel were uniformly charming.,none,1.0
802,684838666,I was at The Fullerton for lunch to celebrate my cousin’s birthday.,none,1.0
803,684838666,The staff there were very friendly and attentive to our needs.,service,1.0
804,684838666,"Just a light whisper to manager Lalikumar, my cousin got a lovely cake and gift from the hotel.",other,1.0
805,684838666,And manager Alson also presented us with a printed photo taken to commemorate the occasion.,none,0.0
806,684838666,Thank you Lalikumar & Alson for the extra effort that made the occasion special.,none,1.0
807,684838666,It truly reflects the quality service that The Fullerton is known for.,service,1.0
808,684624443,My husband and I enjoyed a delicious lunch at The Lighthouse restaurant.,food,1.0
809,684624443,"Khalid, our server gave us the perfect amount of attentive service, mingled with warmth and welcome.",service,1.0
810,684624443,Arrive early (11:30) to receive the best seats.,none,1.0
811,684617944,Raffy bartender make amazing Singapore sling.,none,1.0
812,684617944,Lim serve the Singapore sling with his heart.,none,0.0
813,684617944,Lighthouse at Fullerton is haven on earth.,none,0.0
814,684617944,If you ever go the lighthouse and meet these two guys lighthouse become magical place chill.,none,0.0
815,684459956,I could write pages on how fabulous this hotel is.,none,1.0
816,684459956,This is the best hotel we have ever stayed in (we stayed in the marina bay sands before the Fullerton),none,1.0
817,684459956,The building is fantastic and the rooms are clean and well looked after.,room,1.0
818,684459956,(We were in a postmaster room),room,0.0
819,684459956,"The thing that makes it stand out for me though is that all the staff were attentive and helpful, but",service,1.0
820,684459956,if you did not need help they smiled and allowed you on your way.,service,1.0
821,684459956,Our room was turned down when we were looking at some photos and Jimmy the room attendant set the room up and we hardly noticed he was there!,room,0.0
822,684459956,The only way I can really convey the staff is that they have good old fashioned manners.  ,service,1.0
823,684459956,So a fantastic hotel with fantastic well mannered staff made this the best stay we have ever had in a hotel.,service,1.0
824,684435167,"That day was my birthday, and I haven't had any plans and Fullerton hotel staff saved my day.",service,1.0
825,684435167,"I had amazing dinner at Town Restaurant and Post Bar with my friends,drinks and dinner buffet was full of variety: from Mediterranean to Pan Asian.",food,1.0
826,684435167,"I would like to provide special thanks to people from Post bar Dinara,who gave me plenty of advises and give very warm hospitality, Kim, Ellen, Josephine, Stella, Indran, Irman and Town restaurant Jia Hui and Ramli, who take care of everything I haven't worried about anything.",food,1.0
827,684435167,"I strongly recommend you to try their signature drink Singapore Sling, provided by Aron.",food,1.0
829,684435167,"My apologies, if I haven't mention names correctly.",none,0.0
830,684431383,Had a fabulous high tea at The Courtyard today.,food,1.0
831,684431383,The savoury and sweets selections were not only eye pleasing but,none,
833,684431383,We had served by Lalikukamar and he was very friendly and provided good customer service!,service,1.0
834,684431383,Highly recommended! 👍,none,1.0
838,684359997,"Good location, it is very good to start staying in Singapore, there are river cruse point.",none,1.0
839,684359997,There are lots of restaurants  sight seening points.,food,0.0
840,684359997,"The quality of Chinese restarant ...it is good experience staying in Fullerton Hotel, must go!",none,1.0
841,684359997,Swiming pool is very nice.,pool,1.0
842,684247990,This hotel is excellent.,none,1.0
843,684247990,We stayed for two nights on our way home from Borneo.,none,0.0
844,684247990,I chose the hotel as on a previous trip to Singapore we had brunch here.,none,0.0
845,684247990,"Our room was a premier courtyard view room, which although it has an inside view had recently been refurbished and was so comfortable and clean.",room,1.0
846,684247990,Breakfast was included and you could eat enough not to want any more food all day.,food,-1.0
847,684247990,we ate out in the evenings so we could experience Singapore.,none,0.0
848,684247990,"The pool, although small, is excellently located and has enough seating.",pool,1.0
849,684247990,I think the only downside for me was the S$300 we had to pay for a late checkout.,none,-1.0
850,684235118,I had a wonderful and delighted dinner at the Jade Restaurant Fullerton Hotel with my husband.,food,1.0
851,684235118,It’s has a nice and lovely environment.,none,1.0
852,684235118,"The staff at the Restaurant was really wonderful serve with a great and beautiful smile on their faces (Yan Shou, Yvonne, Yu Li, Mee Wan).",service,1.0
853,684235118,Chef Leong gave us a surprise with such beautiful art sculpture pic as below .,none,1.0
854,684235118,It’s such a fine art fully made out of gelatin.,none,1.0
855,684235118,Thank you all for making it a wonderful and memorable day for me.,none,1.0
856,684230345,"I love returning to this hotel, especially after other destinations around Asia.  ",none,1.0
857,684230345,The Straits Club is my home away from home.,none,0.0
859,684230345,"The service is exceptional, the hotel is top quality and well located.",service,1.0
861,684230345,The pool is superb and the gym is good for a hotel.,pool,1.0
863,684230345,I could live there forever!,none,0.0
864,684157504,Lalikumar has made our high tea memorable with excellent service at The Fullerton Hotel.,service,1.0
865,684157504,Thank you very much!,none,1.0
867,684157504,Highly recommended with refillable food and beverage (hot and cold).,food,1.0
868,684157504,Will be back again!,none,0.0
869,684155311,Excellent service by your staff Lalikumar.,service,1.0
870,684155311,Very attentive and friendly.,service,1.0
871,684155311,Organized a cake as it was my mother’s birthday.,none,0.0
872,684155311,Made this occasion very special.,none,1.0
873,684155311,"Overall fantastic food and service, would definitely be back here.",service,1.0
874,684129926,"Excellent service from Lalikumar, Alson, Jennie and Angelina, staffs are very attentive.",service,1.0
875,684129926,"Food is great, lobster nasi lemak portion is just nice, great ambience.",food,1.0
876,684129926,Will recommend family and friends to try.,none,1.0
877,684111393,"We spent five nights there, just to chill!  ",none,0.0
878,684111393,"We enjoyed the luxury of The Fullerton Suite, with our own butler named Placidus.",none,1.0
880,684111393,Placidus could not do enough for us!,none,0.0
881,684111393,"Our room booking included allowing us the use of the The Straits Club, where Paolo looked after us fantastically well.",room,1.0
882,684111393,"We were going to stay at Raffles next time, but",none,0.0
883,684111393,we've decided to stick with The Fullerton.,none,0.0
884,683924940,"The food was outstanding, we weren’t sure exactly what to order as we ordered off the non set menu.",food,1.0
885,683924940,"My dad had the crab which melted his face, my vegetable dumplings were to die for.",none,-1.0
886,683924940,Grace and Yvonne were wonderful in helping us choose our meals and were amazingly attentive.,service,1.0
887,683924940,The best Chinese meal we’re EVER had.,none,1.0
888,683924940,I also want the wallpaper and beautiful plates.,none,1.0
889,683924940,Omg nearly forgot the hand made mother bird and babies table decoration made from sugar!,none,1.0
891,683915602,"First time visiting the restaurant with my loved one, and I was pleasantly surprised by the wide range of food available.",food,1.0
892,683915602,"  Not to mention, the service provided by the staff was awesomely good!  ",service,1.0
893,683915602,"Special thanks to the staff, Josh, Steve, Hope, Lilian, Wei Lin and Jeyanthi for making my 27th birthday celebration a great and enjoyable one!",service,1.0
895,683875849,The service by Lali Kumar was superb as he was really detailed and attentive to our needs.,service,1.0
896,683875849,His recommendations for tea is also impeccable.,food,0.0
897,683875849,"As for the food, we really enjoyed the savory ones.",food,1.0
898,683875849,Simple yet delicious.,none,1.0
899,683875849,The ambience was relaxing and our whole experience here is a memorable one.,none,1.0
900,683875290,Service here was impeccable!,service,0.0
901,683875290,The servers really pay attention to you and are very friendly and helpful.,service,1.0
902,683875290,Lali Kumar was the one who served us and he is really welcoming & a joy.,none,1.0
903,683875290,Thank you for making our afternoon tea session a delight :),food,1.0
904,683873502,Went for my friend birthday and the staff was nice to surprised her with a cake and sing the birthday song with us.,service,1.0
905,683873502,"All the staff was very sweet, especially Lalikumar, Camille, and Lai.",service,1.0
906,683873502,Thank you for the service!,service,1.0
907,683871867,Thank you so much to Lalikumar n Lai for their excellent service .,service,1.0
908,683871867,They are very nice courteous n thoughtful.,none,1.0
909,683871867,The Food is nice.,food,1.0
910,683871867,tea n coffee also nice.,none,1.0
911,683871867,nice atmosphere n we will recommend friends to dine here.,none,1.0
912,683826549,We popped into the fullerton and had the high tea.,food,0.0
913,683826549,It was amazing.,none,1.0
914,683826549,"The food was exceptional, the building is beautiful and worth a look in itself and there was a harpist playing lovely tunes.",food,1.0
915,683826549,The highlight was the service though!,service,1.0
916,683826549,Camilla and her colleagues were all amazing.,none,1.0
917,683826549,We had such a lovely afternoon.,none,1.0
918,683826549,Worth every cent and a beautiful experience in Singapore!,none,1.0
919,683614465,We made a reservation with Quandoo.,none,0.0
920,683614465,The booking did not reach Fullerton Hotel.,none,-1.0
921,683614465,"When we reach there, Mr Lailikumar could not find our reservation in their system.",none,
922,683614465,"Nevertheless, he and his colleague rushed to get us a table.",none,0.0
923,683614465,We had special requirement in our diet.,none,1.0
924,683614465,Mr Lailikumar served us light tea food first and arranged the kitchen to prepare food according to diet requirement.,food,0.0
925,683614465,He checked on us regularly and apologised for the reservation that the booking app missed.,service,-1.0
926,683614465,"Even when our food arrived, he ensured we are comfortable.",food,1.0
927,683614465,We really appreciated his effort and service :),service,1.0
928,683598852,Impeccable and warm service and the selection of food is really really good.,food,1.0
929,683598852,Thanks to Lalikumar and team!,none,1.0
930,683598852,Would love to visit again.,none,1.0
931,683598852,Highly recommended for all families looking forward to a cozy and relaxing high tea,food,1.0
932,683578069,Service was absolutely amazing with great tea recommendations and timely check ins.,service,1.0
933,683578069,Food was great and we liked everything on the tray.,food,1.0
934,683578069,Overall an amazing experience thanks to Lalikumar.,none,1.0
935,683578069,Will definitely be back.,none,1.0
936,683575374,Decided to have an afternoon tea birthday celebration at the courtyard.,food,0.0
937,683575374,"The service provided by Laukumar, Albert and Lailanie was impeccable from the moment we sat down, with constant checks on our needs.",service,0.0
938,683575374,"The food selection was great, and has unlimited refill.",food,1.0
939,683575374,"Tea is from twg and has a good selection from white to green and black,and can be changed to another type when required.",food,1.0
940,683575374,"The surprise for us was mid way through, the service team even brought a small cake out for us,knowing that it was our birthday.",service,1.0
941,683575374,"Will strongly recommend this afternoon tea experience for anyone who just wants to enjoy good company, service and food for a relaxing afternoon in Singapore.",food,1.0
942,683427302,Excellent fine dining experience !!!,none,1.0
943,683427302,Very friendly accommodating and considerate staff !!,service,1.0
944,683427302,Helped to cater meal to suit all requirements- Vegan and Vegetarian and special dietary requirements.,service,1.0
945,683427302,The food was excellent !!!!!,food,1.0
946,683427302,"Special call out to the wonderful staff - Mee Wan, Penny and Yvonne - who made it so special for us !!!!!",service,1.0
947,683427302,The ambience was wonderful - pristinely decorated !!!!!,none,1.0
948,683427302,Would love to visit again !!!!!,none,1.0
949,683418480,Really good service by Lalikumar and co. They accommodated our vegetarian request.,service,1.0
950,683418480,The dessert collection is one of the best in Singapore.,none,1.0
952,683418480,50% off for standard chartered card holders.,none,0.0
953,683418480,Will come here again.,none,0.0
954,683413500,"That was my first time to visit Fullerton Hotel, and Town restaurant as well.",none,1.0
955,683413500,I want to talk about Town restaurant because Food and atmosphere is perfect.,food,1.0
956,683413500,"Moreover, staffs are very kind to me, aspecially Lucia.",service,1.0
957,683413500,She was very friendly and professional.,service,1.0
958,683413500,I will definitely recommend this hotel to my friends.,none,1.0
959,683406269,Lalikumar and Jenny provided a lot of attention and were very friendly.,service,1.0
960,683406269,My father is a regular at the Courtyard and Lalikumar always remembers our family and greets us with a smile.,none,1.0
961,683406269,It was some of the best memories we have had at the Fullerton!,none,1.0
962,683372967,"Nice relaxing plave to spend an afternoon, accompanied by live harp performance.",none,1.0
964,683372967,Great service from Lalikumar and team.,service,1.0
965,683372967,Food was served within minutes of settling down and sufficient attention to ensure you have enough drinks.,food,1.0
966,683372967,Freeflow buffet style for food items.,food,0.0
967,683372829,had an amazing time at the courtyard with my family.,none,1.0
968,683372829,"food quality and service were amazing, thanks to the amazing staff Lalikumar & Lai.",service,1.0
969,683372829,they really made sure everything was perfect for us.,none,1.0
970,683372829,  would come again!,none,0.0
971,683352146,Great ambience and setting with live music by a harpist.,none,1.0
972,683352146,Special mention to Lalikumar and team for rendering sweet and thoughtful service.,service,1.0
973,683352146,Do remember to bring most credit cards to enjoy special card discounts!,none,1.0
974,683349172,"Excellent service that exceeds expectations from when I first entered, all the way until I finished my afternoon tea with my mum.",service,1.0
975,683349172,Special thanks to Mr Lalikumar who was the one attending to us.,none,1.0
976,683349172,He is a very nice and pleasant person.,none,1.0
977,683349172,"From my observation, he also attends to other customers just as well as he was to us.",none,1.0
978,683349172,"As HR from another hotel, I would hire him if I could and I would definitely recommend my friends and family for hi-tea here as well.",none,1.0
979,683342876,"I had a great experience at Courtyard - was there celebrating my girlfriend’s birthday and they surprised her with a cake, and a card with a photo they took!",none,1.0
981,683342876,Thank you for making our day!,none,1.0
982,683342876,"Special shout out to Lai, Laukumar and Aubert for serving us so well! 5 stars, and more.",none,1.0
983,683110125,Had the buffet high tea with 3 friends celebrating my birthday @,food,1.0
985,683110125,The patries and teas were good and the staff were very attentive.,service,1.0
986,683110125,The staff sprang a surprise birthday cake and sang birthday song for me.,service,1.0
987,683110125,How very sweet of them.,none,1.0
988,683110125,"Thank you very much Lalikumar, Angeina, Camilla and Alson.",none,1.0
989,683110125,I was also given a printed photo which they took for me and this is definitely a day I will remember.,none,1.0
990,683109093,Very good & excellent service .,service,1.0
