,rev_id,sent_text,category,sentiment
3408,665559532,Unbelievable!!,,1
3409,665559532,We really appreciated that :)  Rooms seemed much nice than I had expected.,room,1
3410,665559532,"We had a large apartment with a living room, two bathrooms and a bedroom.",room,0
3411,665559532,"The view was on the Gardens by the bay and was amazing, especially in the evening.",others,1
3412,665559532,"By the way, next to the hotel there is a fantastic mall, accessible directly from the hall.",others,1
3414,665559532,I suggest to spend at least a day chilling out at the top if you want to live one of the best experience in,,1
3415,665532285,Everything about my experience was fantastic!,,1
3417,665532285,"From the ease of checking in, to the friendly and prompt service received throughout our stay I highly recommend this hotel.",service,1
3419,665532285,The room was very clean and spacious.,room,1
3421,665532285,The bathroom was modern and inviting....actually the first hotel tub,room,1
3422,665532285,I would think about bathing in :),,1
3423,665532285,"Within the building, there are lots of high end shops and the food court is also rather decent, although there are lots of the same type of options, the food was good.  ",food,1
3424,665532285,Also access to the Gardens by the Bay connected to hotel by a walking bridge.,others,0
3426,665532285,"But lets be real, the rooftop pool is EVERYTHING!  ",pool,1
3427,665532285,The view is stunning and well worth the time spent in and around.,,1
3428,665532285,"Again, the service was on point.",service,1
3429,665524506,I have wanted to stay here for many years and now we have finally achieved it and it was worth the wait.,,1
3430,665524506,"OMG this hotel was amazing in every way, we had a room on the 46th floor with views of the marina and light show at night which was at 8pm and 9pm",room,1
3431,665524506,.Don't forget the even more spectacular light show in the gardens with the huge multi coloured trumpets it was awesome.,others,1
3432,665524506,This show was at 7.45pm and 8.45 pm.,,0
3433,665524506,The rooms were wonderful in every respect decor comfort and cleanliness and the service second to none.,room,1
3434,665524506,We had dinner and breakfast in the hotel lobby restaurant which although expensive was very very nice indeed.,food,1
3435,665524506,But for us the best experience this hotel has to offer is the spectacular roof top infinity pool and gardens WOW WOW WOW !!!!!!,pool,1
3436,665524506,"amazing, awesome, spectacular,",,1
3437,665190786,Since we get into the hotel a gentleman approached us asking if he can take us to another counter and it was the vip lounge.,service,1
3439,665190786,Since we get there Xiaofan was so lovely!,service,1
3440,665190786,She was so polite and helpful.,service,1
3442,665190786,We stayed there for my boyfriend’s birthday and we booked for a deluxe room,room,0
3443,665190786,but since she knew it was his bday she checked and gave us a free upgrade to a club room with the garden view!,service,1
3445,665190786,"We got into the room and was so spacious, clean and with an spectacular view!",room,1
3446,665190786,,,0
3447,665190786,We got some drinks at the pool which was soooo crowded that we didn’t really enjoyed but was not hotel fault at all but they should have at least an adults only time because was full of kids and some of us we just want to relax.,pool,-1
3448,665190786,"  Express check out, very helpful   ",service,1
3449,665190786,We will be definitely back!,,1
3450,665190786,Xiaofan...,,0
3451,665190786,you are an,,0
3452,665167312,We had a one night stopover in this hotel.,,0
3453,665167312,Great location access to many amenities in hotel and surrounding attractions.,others,1
3454,665167312,"Like casino, mall, gardens by the bat, bay light show etc.",others,0
3455,665167312,,,0
3456,665167312,But amongst all the best experience was the roof top infinity pool.,pool,1
3457,665167312,"  Recommend to check booking from the hotel website, which was the best value at the time I booked.",,1
3458,665167312,,,0
3459,665151236,I stayed there for 3 times already.,,0
3460,665151236,First stay was bad experience in 2014 where the concierge misplaced our luggage.,,-1
3461,665151236,next stay was in 2015 for a week which we did not encounter any issue.,,0
3462,665151236,Third stay was in 2017 only for a night.,,0
3463,665151236,The reason I keep on coming back is for the sake of the view and the infinity pool.,pool,1
3464,665151236,Hotel is huge and massive which we don;t really feel personalized.,service,-1
3465,665151110,It's like the main attraction in Singapore.,,1
3466,665151110,The 3 towers with rootop pool and entertaining area.,,1
3467,665151110,Actually where part of where 'crazy Rich Asian' film.,,1
3468,665151110,"Great amenities, definitely worth the price for a few days'stay",room,1
3469,665143715,For spring break I went to Marina Bay Sands Singapore.,,0
3470,665143715,"It has an amazing restaurant with excellent food especially the Sushi plus it has 2,500 bedrooms in the hotell!",food,1
3471,665143715,The pool is huge and the view is so beautiful at night.,pool,1
3472,665143715,Firstly it was expensive and I mean really REALLY expensive.,,0
3473,665143715,"I bought some Fanta for my Sister Emma, Sprite for my Brother Philip and a Coke for myself!",,0
3474,665143715,It’s very luxury.,,1
3475,665143715,It’s very Enormous like really really gigantic.,,1
3476,665143715,Secondly it’s Miraculous,,0
3477,665143715,and it is unbelievable.,,1
3478,665143715,You should really go there I highly recommend it!,,1
3479,665143715,Just saying so that you won’t miss the fun and the light show!!,others,1
3480,665004098,"We stayed for one night, but wished it could have been for longer.",,1
3481,665004098,"From the moment you step inside, it is a wonderful experience.",,1
3482,665004098,Friendly and helpful staff at the check in and our room was ready before the 3pm check in time.,service,1
3483,665004098,We were excited to use the pool so we headed there early afternoon and it wasn’t too busy (was a Monday) and managed to get some sun beds at the side of the pool.,pool,1
3484,665004098,The view from the top is breathtaking and I couldn’t stop looking at it.,,1
3485,665004098,We saw both light shows (gardens by the bay at the 7:45pm and just in front of the shopping centre at 9pm).,others,0
3486,665004098,Both are really worth watching and we managed to fit in some lovely food at the food court in the shopping mall in between - delicious and reasonably priced.,food,1
3487,665004098,And,,0
3488,665004098,just as well we fitted in a trip to the gym at the hotel,others,0
3489,664985203,Our second time here.,,0
3490,664985203,Room was spacious and has a lovely view.,room,1
3491,664985203,Pool was lovely too.,pool,1
3492,664985203,"Though it looks spotlessly clean, found a strand of hair and rubber band at the shower room which I believe it wasn’t thoroughly  clean.",room,-1
3493,664985203,Beddings and towels were spotlessly white and smelled fresh.,room,1
3494,664985203,Most of the staffs we have encountered and met were friendly and accommodating.,service,1
3495,664985203,Still our top favourite hotel when in SG.,,1
3496,664943973,"It’s a small city not a hotel , professional and helpful reception stuff , great location , big rooms , amazing views , and the swimming pool itself is a different story , it was a unique hotel staying 👌👌",pool,1
3497,664930983,This is my top pick in Asia.,,1
3498,664930983," Very clean, well organized hotel.",,1
3499,664930983,Rooms are very clean and excellent.,room,1
3500,664930983,Room service etc is probably one of the best.,food,1
3501,664930983,All the restaurants are fantastic.,food,1
3503,664930983,Try spa go's.,,0
3504,664930983,Check in and checkout and the bell guys are very well trained.,service,1
3505,664930983,The location is very good as the metro is there and the largest high end mall.,others,1
3507,664930983,The casino is very good too.,others,1
3509,664930983,Some really good restaurants in the mall too.,food,1
3510,664918785,A perfect location to stay for any conference at the centre across the road.,others,1
3511,664918785,"Easy access to the centre, shopping & metro without going outside in the heat or rain.",others,1
3512,664918785,"Great views from the rooms, & the top floor view platform & swimming pool.",pool,1
3513,664918785,"The gym has great views, & the spa is a must visit.",others,1
3514,664918785,Lots of restaurants to chose from in the hotel & attached shopping centre.,food,0
3515,664909079,We stayed here for one night on our 3 day trip to Singapore and it was great!,,1
3516,664909079,"We arrived early, unfortunately our room wasnt ready yet, but they have a luggage service where the send luggages to your room when the room is ready.",service,-1
3517,664909079,"The pool is only accessible to hotel guests, and we went around sunset-night and it was not that crowded.",pool,0
3518,664909079,"The hotel is attached to a mall with high end shops, very accessible.",others,0
3519,664909079,"We stayed at Tower 3 and had a beautiful view of Gardens by the Bay, where we were able to watch the show!",room,1
3520,664909079,"Also, there is an AMAZING light show at the mall which I highly recommend, it's free and pretty long!",others,1
3521,664909079,"To top things off, my boyfriend and I enjoyed room service and the food was pretty delicious with a great view!",food,1
3522,664909079,What a great relaxing stay at Marina Bay Sands :) Glad for the,,1
3523,664786276,We visited this place during our recent trip.,,0
3524,664786276,The view was worth.,room,1
3525,664786276,"If you are going in the Singapore flyer , you  can avoid it.",,-1
3526,664786276,View is similar.,,0
3527,664786276,We went around 5pm,,0
3528,664786276,and it was really hot.,,0
3529,664786276,There is a restaurant which serves limited menu with skyrocketed prices.,food,-1
3530,664786276,"I would suggest you go little late, so you can spend little more time there.",,0
3531,664734248,There is so much to do in this vicinity and the hotel is beautiful.,,1
3532,664734248,I do have to say that i have stayed in better but given Singapore i think this is of a high standard for them.,,0
3533,664734248,The pool was brilliant.,pool,1
3534,664734248,Great views and not over crowded.,,1
3535,664734248,Great shopping centre,others,1
3536,664734248,and you must do the light shows and the water laser show.,others,0
3537,664734248,Only downfall is they don't do enough shows!,others,0
3538,664734248,Other thing is everything is very far apart and not great signage around the location therefore you get lost trying to locate things.,,-1
3540,664734248,For example when we wanted to go to Gardens by the Bay we asked and we were told a long way round when in fact you can go through the hotel itself.,others,-1
3541,664734248,You can use your keycard to get discount at the shopping centre which isn't really made obvious.,others,-1
3542,664734248,Also keep your receipts for a tex refund at,,0
3543,664703353,This hotel is truly magnificent.,,1
3544,664703353,From the check in to check out the staff were wonderful .,service,1
3545,664703353,The room we had was fabulous with a veiw to die for overlooking the bay .,room,1
3546,664703353,The best thing was the infinity pool l was speechless.,pool,1
3547,664703353,We had afternoon tea which was delicious and canapés and drinks on the evening which was wonderful .,food,1
3548,664703353,Overall a truly wonderful experience it’s a must .,,1
3549,664568092,My daughter and i stayed for 4 nights.,,0
3550,664568092,Expensive?,,0
3551,664568092,Yes but it was our choice to stay at the hotel and pleased that accommodation was paid in full a few months ago.,,1
3552,664568092,Our room was on the 26th floor facing the beautiful gardens.,room,0
3553,664568092,The room was immaculate!,room,1
3554,664568092,Can not fault the cleanliness of the room and the professionalism of the house-keeping team who are always an asset to any organisation.,room,1
3555,664568092,The lifts: too slow!!,others,-1
3556,664568092,I agree with what sonebody else who wrote in their review that there should be guest only lifts.,others,0
3557,664568092,"Lets face it, the infinity pool on the 57th floor is the main attraction and probably the main drawcard.",pool,1
3558,664568092,I thoroughly enjoyed the adults only section of the pool so thank you very much to the lifeguards for keeping the pesky kids out of this small area of a large pool.,pool,1
3559,664568092,Will i be,,0
3560,664466436,We were 3 of us flying from kolkata.,,0
3561,664466436,We reached there at 8.30am and there hotel check-in tym was 3pm.,,1
3562,664466436,After overnight journey we al wr too tired and the hotel front ofc staff was so helpful that they gv us a room and early chk in was done so at the same price we stayed dere more than a day and each and every staff's service is outstanding adding spl touch and making ur trip a memorable one.,service,1
3563,664414163,"March 29, 2019.",,0
3564,664414163,"Wedding anniversary, 11 years, for my husband and I. Enquired with concierge to see if we were appropriately dressed (in cargo shorts, tee shirt and loafers) to go up to the 57th floor for a glass of champagne and to admire the view.",food,0
3565,664414163,"Advised that a slightly more formal dress code is imposed, every evening, post 7pm.",,-1
3566,664414163,Lobby seemed crazy/manic.,others,-1
3567,664414163,"Some very pretentious persons trying to make themselves look big or important, at the expense of the really polite and hard working front of house and reception team.",service,1
3568,664414163,Don’t they realise how false and pathetic they make themselves look??,,-1
3569,664414163,The staff definitely had the upper hand and kept their cool.,service,1
3571,664414163,Got crammed into a lift heading for floor 57.,others,-1
3572,664414163,Certain nationalities trying to shout and scream louder than the nationality next to,,-1
3573,664373529,I have not been particularly impressed by this hotel.,,-1
3575,664373529,"Its biggest selling point is the view from the 57th floor, which is very impressive.  ",pool,1
3576,664373529,"However, beyond that, I find it difficult to enthuse about it.",,-1
3578,664373529,"It has over 2,500 rooms and this shows: the service is slow and impersonal.",service,-1
3579,664373529,,,0
3580,664373529,The dining facilities are frankly not able to cope with the sheer number of guests.,food,-1
3582,664373529,There are queues for breakfast at 7.10 am.,food,0
3584,664373529,"Further, the check in and concierge feel as if they are located in a busy shopping mall.",service,0
3586,664373529,"Yet further, I am fed up with the lifts: every time I want to go up to my room, I have to compete with an army of tourists wanting to travel to the top.",others,-1
3588,664373529,They really ought to have lifts for hotel guests only.,others,0
3590,664373529,My advice would be to stay at the Raffles and visit the MBS one evening for a,,0
3591,664347071,"I hag a great room but with disappointment the pool was full o screaming children, of noisy instagramers, of people who were not behaving properly!",pool,-1
3592,664347071,"The Management should approve a strict code of behavior for clients, otherwise it is an amusement park , not a luxury Hotel.",service,0
3593,664347071,No one did the room night set.,,-1
3594,664236389,"First of all, i was travelling with a backpack so i assumed there might be a little staring and a not so warm welcome as it had happened before in other luxury hotels when arriving with a backpack, but for my surprise it was everything else.",service,1
3595,664236389,Staff was very friendly and welcoming even though we didn't look like the average customer there.,service,1
3596,664236389,"Got to check-in early, had a nice room from the 26th floor with a garden view.",service,1
3597,664236389,"Floor was silent, not any noises from the corridor or other rooms.",room,1
3598,664236389,"Have to recommend the garden view, you get to see amazing sunrises and Garden by the bays supertree",room,1
3599,664236389,light show from your own balcony!,others,0
3600,664236389,Room itself was very good and clean with comfortable beds and even more comfortable pillows and linens.,room,1
3601,664236389,Curtains and lights can be controlled from bed.,room,0
3602,664236389,Good quality,,1
3603,664100445,"This hotel is architecturally thrilling, designed by Moshe Safti - he did not disappoint!",,1
3604,664100445,"The view of the Bay is stunning, the horizon edge pool that floats between all three towers on the 57th floor is worth the price of admission.",pool,1
3606,664100445,Ask for a room between the 8th floor and the 25th floor to maximize your viewing excitement.,room,1
3607,664100445," Rooms are gracious, food in their many restaurants is great.",food,1
3609,664100445,I recommend Spagos for breakfast (included in the American Plan) and whatever you do  . . .,food,1
3610,664100445,don't miss the 22 layer chocolate/Peanut butter cake in Lavo lounge near the pool.,food,1
3612,664100445,Be sure to take in the light show in the sculpture gardens and the water show in the harbor - both are free and spectacular.,others,1
3614,664100445,This was just plain FUN!,,1
3615,664043169,"For a luxury hotel, I was surprised that the beds were so hard.",room,0
3616,664043169,"Also, the gym is very tiny for such a large hotel, so expect to wait for machines.",others,-1
3617,664043169,"Other than that, our stay was nice and the staff were very helpful.",service,1
3618,663971076,"Wonderful hotel, everything that you would expect.",,1
3619,663971076,The infinity pool gives amazing views over the harbour.,pool,1
3620,663971076,Expensive but a wonderful place to stay.,,1
3621,663971076,The waterfront has a wonderful free light and water show,others,1
3622,663941206,Amazing views and an amazing stay at this iconic hotel.,,1
3623,663941206,We got a suite on the 52nd floor with an unforgettable view to the bay and the city.,room,0
3624,663941206,"The suite was very large and comfortable, the staff was extremely friendly and attentive.",room,1
3625,663941206,"Overall, there is nothing much that can beat a stay in this hotel.",,1
3626,663909635,this is the go to hotel in Singapore apparently and everyone wants one of the iconic shots of themselves in the roof top pool.,pool,1
3627,663909635,However this is a very large hotel with a huge number of guests and although the service is good do not expect five star service and if you want a decent room on a high floor it is worth paying for a club room.,service,0
3628,663909635,The pool is lovely but there are a lot of people enjoying it so it is not a place to go for splendid isolation.,pool,1
3629,663909635,That being said the hotel is convenient for anything you might want and has an excellent choice of restaurants.,food,1
3630,663899571,Fantastic experience as expected from this iconic hotel.,,1
3632,663899571,"The infinity pool wasnt overcrowded when we were there, it was really a great experience.",pool,1
3633,663899571,Staff were friendly and professional.,service,1
3634,663899571,Will definately stay here again,,0
3635,663771950,"Attending conferences in Singapore and finding hotels within walking distance, I find myself staying at Marina Bay Sands once a year.",,0
3636,663771950,,,0
3637,663771950,The spacious guest room commanded panoramic view of the sea.,room,1
3638,663771950,Here I really appreciate the craftsmanship of housekeeping who sculpted a rabbit from towels for display in guest rooms!,service,1
3639,663771950,"Upon checking in, I enquired the front desk staff if I could still find a power cable that I left in my room a year before.",service,0
3640,663771950,"I must appreciate the helpful staff in searching through their database, found my name, and checked their relevant department.",service,1
3641,663771950,"Though I can’t retrieve it since lost and found items would be disposed of within a limited period of time, the caring attitude of their staff is to be applauded.",service,1
3642,663733685,"At S$56 a head, the lunch buffet at Rise Restaurant in the Marina Bay Sands Hotel isn’t cheap, especially since it will go up to S$66 after the service charge and taxes.  ",food,0
3643,663733685,"However for that money, you do get a pretty wide variety of choices.",food,1
3645,663733685,"For sashimi lovers, the large chunks of tuna and octopus will make the price seem less daunting.",food,0
3647,663733685,There are also stations dedicated to Indian and local Singaporean dishes.,food,0
3648,663733685,"Unlike other hotels, the dessert spread is substantial, with a chocolate fountain and a make-your-own soda counter.",food,0
3650,663733685,"I am impressed with the buffet here, which says a lot.",food,1
3652,663733685,"Set under the wide expanse of the atrium glass of the hotel, a section of the restaurant will be bathed in light, a boon to sun worshippers.",food,1
3653,663733685,"But for a photophobic local like me, I asked for a shaded",,0
3654,663716849,Ours was a 3 star hotel experience and make no mistake this is a MASSIVE hotel with more rooms than the Vatican.,,0
3655,663716849,Arrived at check in at 6pm having been dropped off by our taxi driver at the Tower 3 entrance.,,0
3656,663716849,Walking through the glass doors there were so many people in the foyer it was difficult discerning where the check in counter was.,,-1
3657,663716849,"Having eventually found it, we were presented with 11 clerks behind 5 terminals.",,0
3658,663716849,Despite this overwhelming ratio of staff-guest it took a good 13 minutes for our clerk to check us in.,service,0
3659,663716849,This was because he was struggling in his own words '' to find you a room''.,service,-1
3660,663716849,"Now if checkout is 11 pm, and we have arrived at 6 pm , having made a booking a month prior, surely someone somewhere would've already allocated a room.",service,0
3661,663716849,Appears not.,,0
3662,663716849,The room that was,,0
3663,663689372,Stayed over in the Premium room for the weekends with family.,room,0
3664,663689372,"First of all, the lobby was really rowdy and likened “market place”.",others,-1
3666,663689372,The room was more spacious than many 5-star hotels.,room,1
3667,663689372,However the basic amenities like toiletries were “cheap” looking.,room,-1
3668,663689372,The way drinks in the fridge are secured gave occupants a feeling that they couldn’t be trusted.,room,-1
3669,663689372,The bed was really comfortable but the pillows were too soft.,room,-1
3670,663689372,Gym facility was well equipped and clean; the infinity pool was always busy and unpleasantly crowded.,pool,-1
3671,663689372,Food in and around the hotel are definitely pricey; can’t say the quality or variety (esp those restaurants at Level 1) were great.,food,-1
3672,663621343,Marina Bay Sands is a true feat of a hotel and an attraction in and of itself.,,1
3673,663621343," While it can be overwhelming and easy to feel anonymous, it is a great property.",,1
3674,663621343,I opted to stay in a club room which was a good decision.,room,1
3675,663621343,Checking was in the Sands lounge rather than general check in.,service,0
3676,663621343,This was a pleasant space with small snacks and water (and you get to sit while waiting to check in).,others,1
3677,663621343,Also it provided access to Club55 in tower 2 which we used for afternoon tea and breakfast.,food,0
3678,663621343,"  The room was large, clean and luxurious.",room,1
3679,663621343,The beds were comfortable and all of the soaps and lotions were from a luxury brand.,room,1
3680,663621343,We were lucky enough to be on the 53rd floor and had great views of Gardens by the Bay.,room,1
3681,663621343,,,0
3682,663621343,The pool is one of the primary reasons to stay here.,pool,0
3683,663621343,The hotel really restricts access to the,,-1
3684,663592670,"Well, MBS is justifiably World-famouos as the Hotel with (currently) the World's longest rooftop disappearing-edge pool (3 x 50 meter pools linked end to end), and yes, the view from atop whilst sitting in reasonably warm water is VERY good indeed!",pool,1
3685,663592670,"As a hotel, MBS has an excellent reputation, and all rooms are very well appointed.",room,1
3686,663592670,"Service is as you'd expect from an establishment that markets itself as ""Asia's best 5-star Hotel"", and the arcitecture is fantastic too.",service,1
3688,663592670,"Excellent access everywhere, and a visit to MBS is incomplete without a trip around ""The Shoppes"" downstairs, the Gardens by the Bay (with their World-famous Supertrees), and a ride on the amazingly clean, graffiti-free and efficient Singapore Rapid Transit Subway system.",others,1
3689,663592670,One of the best 5-star hotels we've stayed,,1
3690,663548503,I visited in March 2019 for a Friday/Saturday nights stay.,,0
3691,663548503,"The scale of the hotel is enormous, with a huge lobby (both in square footage and atrium volume).",others,0
3692,663548503,I was checked in efficiently despite a long queue for the check-in area.,service,1
3693,663548503,My room had been booked directly on the hotel's website for a low-floor king-bed room.,service,0
3694,663548503,"The room was ready when I arrived at 5 PM, and the room exceeded my expectations as far as square footage and finishes.",room,1
3695,663548503,"The room was also very quiet, despite being on the 6th floor off of the indoor lobby atrium.",room,1
3696,663548503,The scale of the hotel plus the pool and observation deck atop it reminded me of being in Las Vegas.,others,0
3697,663548503,"The one comment I have about service is that it was attentive, but impersonal.",service,-1
3698,663548503,"I spent most time at the pool, which was lovely, if a bit crowded other than in",pool,1
3699,663494895,I have to say our stay here was sadly disappointing and suppose to be the highlight of our 3 wk journey through Asia.,,-1
3700,663494895,The skypool is definitely worth a visit and lives up to the hype.,pool,1
3701,663494895,"However, our room was ok and fell a bit short for a 5 star hotel.",room,-1
3702,663494895,Starting off with our first night our room made horrible loud banging noises throughout the night that kept us up.,room,-1
3703,663494895,When we addressed to the staff even with a recording of it they dismissed as a nonissue.,service,-1
3704,663494895,Only after we got maintenance up there did they move us rooms and still fully charged us for the first horrible night.,service,-1
3705,663494895,As a hotel quite pricey they seem to treat our complaint as our problem not there's.,service,-1
3706,663494895,Also beds are extremely hard and uncomfortable.,room,-1
3707,663494895,As well as the Lavo restaurant is way too expensive for the quality of food,food,0
3708,663494895,they,,0
3709,663330348,We spent 3 nights here in an Orchid Suite with Club access after a cruise from Australia.,room,0
3710,663330348,"This is a spectacular hotel as the photos show , an architectural wonder!",,1
3712,663330348,Our room looked over the Gardens by the Bay.,others,0
3713,663330348,Be aware this is a huge Hotel There were always lots of people wandering around the foyer.,,0
3714,663330348,It made the check in a little slow but not too bad.,service,0
3716,663330348,This was particularly an issue with the Club access on Friday and Saturday evenings access is from 5pm best not to be late or you face a longish wait.,others,0
3717,663330348,However the wait staff were lovely and seated us quickly whilst serving us champagne!,service,1
3718,663330348,A special mention to Leonard at Concirerge desk.,service,1
3719,663330348,He was great with directions to the gardens and the shops.,service,1
3721,663330348,Under  the hotel is a large upmarket shopping mall.,others,0
3723,663330348,There is a laser light show in the,others,0
3724,663327009,"My wife and I, along with another couple, stayed at the hotel for the last week in March.",,0
3726,663327009,The architecture is awesome and the location is convenient to most places of interest.,,1
3727,663327009,We stayed in a Club 55 King room and experienced the benefits of being Club 55 members.,room,1
3729,663327009,The room facilities were excellent and the views of the Gardens on the Bay from the 47th floor were amazing.,room,1
3730,663327009,"All the staff were extremely friendly and courteous, and nothing was too much trouble.",service,1
3732,663327009,"We were there to celebrate our 52nd wedding anniversary, so Maduri, the Guest Services Agent, arranged for an anniversary cake to be delivered to our room.  ",service,1
3733,663327009,Rene and Shven at the Club 55 restaurant provided exceptional and friendly service.,service,1
3734,663327009,"In addition, all the staff at Spago restaurant, where we had our celebration",service,0
3735,663319718,"Wonderful hotel, but no good costumer service, the rooms needs  modernize, clean,no customized services, no welcome, no nobody interested in helping you or at least show   you where is your room, you  pay really for access to the pool...",service,-1
3736,663319718,I've been to other hotels much better.,,-1
3737,662971996,"One of the best spot we've visited so far, we ride a boat trip and have a wonderful moment there, we also exploring the surrounding like garden by the bay, casino, the ferrari corner and window shopping, thank you MBS!!!",others,1
3738,662908345,Nice food but way too expensive for the price you pay to have local food.,food,0
3739,662908345,Mostly meant for tourists with all the high luxury boutiques.,others,0
3740,662908345,Nothing is really cheap here except if you go Zara or the shops selling sporting goods like Adidas and World of Sports.,others,0
3741,662908345,Mostly meant to target the well to do locals and people who feel they are part of a upper social type.,,0
3742,662908345,Be prepared to pay anything from $12 to $18 for a plate of Nasi Padang,,0
3743,662728955,This is the best hotel i visited.,,1
3744,662728955,"With a mall and a casino inside the hotel, restaurants and direct access to the marina bay, the gardens by the bay.",others,0
3745,662728955,Rooms with gardens view can see the show in the night.,room,0
3746,662728955,Amazing experience.,,1
3747,662728955,The pool on the roof and the view from there is the best thing you get in sinapore.,pool,1
3748,662728955,"Amazing staff, friendly and helpfull.",service,1
3749,662728955,During check in you got a complimentary mini ice cream and bottle of water.,service,1
3750,662728955,Great food in the restaurants.,food,1
3751,662712396,"We decided, even at the cost, we wanted to experience the Marina Bay Sands.  ",,0
3752,662712396,"It is an amazing structure itself, but the landscapes and surrounding area leave you speechless.",others,1
3753,662712396,We had a room high up in one of the towers and watched the light show from our room.,room,0
3755,662712396,It will take your breath away.,,0
3757,662712396,The infinity pool on the roof is absolutely amazing especially at night.,pool,1
3758,662712396,I would suggest this location for at least one night for the experience alone.,,1
3759,662644658,We stayed here for one night prior to boarding a cruise ship.,,0
3760,662644658,Great service when we checked in and received a nice upgrade.,service,1
3761,662644658,Room was very large and spectacular views across the lake and city.,room,1
3762,662644658,Watched the lake light show from the comfort of our room in the evening.,room,1
3763,662644658,"We decided to get up early to go to the pool, spectacular way to watch the daybreak over Singapore.",pool,0
3764,662644658,Worth a one night stay but price prohibits justifying staying here longer.,,0
3765,662607980,"this place is spectacular, I cant rave highly enough about it.",,0
3766,662607980,We had booked a suite package included afternoon tea and pre dinner drinks and canapes.,food,0
3767,662607980,I had a corner suite in the first tower it was breathtaking.,room,1
3768,662607980,"Just amazing views, spacious suite ,  huge bathroom, not to mention the choice of restaurants for breakfast , the gym , the spa, I cant get enough of this place.",others,1
3769,662607980,Loved it!!!,,1
3770,662552374,My family and I stayed one night to celebrate my granddaughters 21st birthday and we were not disappointed.,,1
3771,662552374,We had rooms on the 39th floor with a harbour view which was just magnificant.,room,1
3772,662552374,The rooms were large and very nice.,room,1
3773,662552374,"You don't have to go anywhere as there is a large shopping centre on ground level with restaurants, super market etc.",others,1
3774,662552374,The view from the infinity pool at night is something again and gardens across from the hotel are just beautiful when lite up at night.,pool,1
3775,662552374,The whole experience was well worth the expense.,,0
3776,662525258,Simply amazing views of Singapore!,,1
3777,662525258,Well worth the visit.,,1
3778,662525258,Great views of all attractions and the harbor.,others,1
3779,662525258,Be sure to check for current promotions.,,0
3780,662525258,Our boarding passes from Singapore Airlines saved us a bunch!,,0
3781,662493573,"Fantastic rooms, facilities and restaurants, had a really enjoyable stay.",food,1
3782,662493573,If there is any criticism it would be that the hotel feels a little commercial a bit like an airport terminal and really busy all of the time.,,-1
3783,662420525,The view from the deck pool was stunning!,pool,1
3784,662420525,Breakfast at the lounge was super !!,food,1
3786,662420525,"Perfect stay, amazing & excellent service from the beginning till the end.",service,1
3787,662420525,Missing to have your 5 star service!!,,0
3789,662420525,The room was spacious,room,1
3790,662420525,", view is from the room was amazing perfect!",room,1
3791,662365672,Stayed for 2 nights in the hotel and while it's an architectural marvel the level of service is more along the line of midscale hotels.,service,0
3793,662365672,When you mention this to the staff they quickly remind you how big the hotel is.,service,0
3795,662365672,Be prepared to que and be prepared to serve yourself.,service,0
3797,662287774,"Opulent common areas, great restaurants.",food,1
3798,662287774,"The iconic infinity pool a bit spoiled by building works and hoarding, but this is temporary.",pool,0
3799,662287774,"Roof top bars are excellent, better breakfast in ‘rise’ really good.",food,1
3800,662287774,"Really great service and some nice touches from the staff, always greeted by name when dialling room service etc.",service,1
3802,662287774,"I was in a ‘deluxe’ room which was the most basic, and while it had everything I needed, to be honest it was a bit tired, smaller than I expected, and had no view or balcony -",room,-1
3803,662287774,I was looking over the shopping centre.,others,0
3804,662287774,"This was a work trip so it didn’t matter, but I’d recommend upgrading if you are staying on holiday.",,0
3805,662282040,"Marina Bay Sands, you are FORMIDABLE, EXTRAORDINARY, and the true definition of Hospitality.",,1
3807,662282040,"We arrived in the morning and the check in is not supposed to be until the afternoon, but we still tried to ask one of your amazing people in the front to see if we were able to check in early and they said YES, especially after they found out that I was sick and I needed to rest after a two days trip.  ",service,1
3808,662282040,"As soon as we enter our amazing room, we were in shock with the gorgeous view of the room on the 43rd floor.",room,1
3809,662282040,"The clean, modern, and so comfortable room, fully equipped with anything we need.",room,1
3811,662282040,The Lobby of the hotel had two different places to check in and out since it has two doors.,others,0
3813,662282040,"The security of this place is remarkable, they were there at any time and always with the best attitude.",service,1
3814,662236677,This was a great 10th year anniversary experience.,,1
3815,662236677,"The hotel was amazing, very modern, and once in a  lifetime experience.",,1
3817,662236677,This hotel was a dream stay that I thought would only be a page in a travel magazine.,,1
3819,662236677,"The room we got was upgraded to a presidential suite offering 180 degrees view of the city, water front and garden.  ",room,1
3820,662236677,"The room was set up with flowers, wine and fruit basket for our anniversary.",room,0
3822,662236677,The light show was witnessed from the comfort of our own suite.,others,0
3824,662236677,The hotel offers exciting shopping experience with brand names.,others,1
3825,662236677," Just take the elevator, and you are there.",othes,0
3827,662236677,"Tons of amenities like the food court, casino and water show.",others,1
3829,662236677,The best part of all is the Infinity Pool.,pool,1
3831,662236677,Love the view and atmosphere.,,1
3832,662236677,Very luxurious experience,,1
3833,662222358,"Amazing Hotel em Singapura, very expensive, but worth it the experience, the mall is great, very good breakfast in spago restaurant , the view from city is so beautiful, There are  lockers to leave your luggage free",food,1
